id,path,functional,transactional,path_length,diagram,useCase
1,User->demo selector->save demo instructions->demo,EI,CTRL|DM|EI,undefined,Demo,Demo
2,User->demo selector->save demo instructions->demo is saved message,EQ,CTRL|INT,undefined,Demo,Demo
3,User->demo instruction create panel->display the dragged and dropped demo instructions->popup demo change dialog->demo selector,EQ,CTRL|INT,undefined,Demo,Demo
