id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Picture Gallery->retrieve picture details->Picture,EI,CTRL|DM|EI,4,undefined,1,1,1,View Specific Picture,View Specific Picture
