id,element,useCase,type,component
1,send out email with the transaction record.:Email protocol,Retrieve and Return Vehicle,boundary,Emailprotocol
2,Valet:invalid request,Retrieve and Return Vehicle,entity,Valet Request
3,Valet:dropdown for retrieve and invalid,Retrieve and Return Vehicle,control,displaydropdown
4,Valet:payment screen,Retrieve and Return Vehicle,boundary,paymentpage
5,Valet:Close out confirmation,Retrieve and Return Vehicle,boundary,Location
6,Valet:remove request button,Retrieve and Return Vehicle,entity,Valet Request
7,Valet:request queue page,Retrieve and Return Vehicle,entity,Valet Request
8,Valet:notification of invalid transaction,Retrieve and Return Vehicle,boundary,Location
9,Valet:Email send confirmation message,Retrieve and Return Vehicle,boundary,Emailprotocol
10,Valet:status of the payment,Retrieve and Return Vehicle,boundary,paymentpage
11,Close out confirmation:send out email with the transaction record.,Retrieve and Return Vehicle,control,systemerrorwhenconnectingserver
12,navigate to queue screen:Close out confirmation,Retrieve and Return Vehicle,boundary,Location
13,check payment:Close out confirmation,Retrieve and Return Vehicle,boundary,Location
14,send out email with the transaction record.:Email send confirmation message,Retrieve and Return Vehicle,boundary,Emailprotocol
15,Remove request:request,Retrieve and Return Vehicle,entity,Valet Request
16,Remove request:check payment,Retrieve and Return Vehicle,boundary,paymentpage
17,remove request button:Remove request,Retrieve and Return Vehicle,entity,Valet Request
18,check payment:payment,Retrieve and Return Vehicle,boundary,paymentpage
19,check payment exists:notification of invalid transaction,Retrieve and Return Vehicle,boundary,Location
20,check payment exists:status of the payment,Retrieve and Return Vehicle,boundary,paymentpage
21,check payment exists:payment,Retrieve and Return Vehicle,boundary,paymentpage
22,retrive and invalid request:check payment exists,Retrieve and Return Vehicle,boundary,paymentpage
23,display dropdown:dropdown for retrieve and invalid,Retrieve and Return Vehicle,control,displaydropdown
24,request queue page:display dropdown,Retrieve and Return Vehicle,control,displaydropdown
25,dropdown for retrieve and invalid:retrive and invalid request,Retrieve and Return Vehicle,entity,Valet Request
26,retrive and invalid request:invalid request,Retrieve and Return Vehicle,entity,Valet Request
27,remove request button:navigate to queue screen,Retrieve and Return Vehicle,entity,Valet Request
28,notification of invalid transaction:redirect to payment screen,Retrieve and Return Vehicle,boundary,paymentpage
29,send out email with the transaction record.:payment,Retrieve and Return Vehicle,boundary,paymentpage
30,redirect to payment screen:payment screen,Retrieve and Return Vehicle,boundary,paymentpage
31,retrive and invalid request:request,Retrieve and Return Vehicle,entity,Valet Request
32,stl#Valet:invalid request,Retrieve and Return Vehicle,Stimulus,undefined
33,stl#Valet:dropdown for retrieve and invalid,Retrieve and Return Vehicle,Stimulus,undefined
34,stl#Valet:payment screen,Retrieve and Return Vehicle,Stimulus,undefined
35,stl#Valet:Close out confirmation,Retrieve and Return Vehicle,Stimulus,undefined
36,stl#Valet:remove request button,Retrieve and Return Vehicle,Stimulus,undefined
37,stl#Valet:request queue page,Retrieve and Return Vehicle,Stimulus,undefined
38,stl#Valet:notification of invalid transaction,Retrieve and Return Vehicle,Stimulus,undefined
39,stl#Valet:Email send confirmation message,Retrieve and Return Vehicle,Stimulus,undefined
40,stl#Valet:status of the payment,Retrieve and Return Vehicle,Stimulus,undefined
