id,element,useCase,type,component
1,administrator:insert success,add markers,boundary,successmessage
2,administrator:error message for over 500 characters,add markers,boundary,successmessage
3,administrator:map of selected paths,add markers,entity,mapofselectedpaths
4,insert the comment:comment,add markers,control,comment
5,comment text over map:insert the comment,add markers,control,comment
6,display comment box over map:comment text over map,add markers,control,comment
7,display comment box over map:question list,add markers,boundary,questionlist
8,map of selected paths:display comment box over map,add markers,control,comment
9,display question:question list,add markers,boundary,questionlist
10,display question:insert success,add markers,boundary,successmessage
11,insert the comment:display question,add markers,boundary,questionlist
12,insert the comment:error message for over 500 characters,add markers,boundary,successmessage
13,insert the comment:insert success,add markers,boundary,successmessage
14,stl#administrator:insert success,add markers,Stimulus,undefined
15,stl#administrator:error message for over 500 characters,add markers,Stimulus,undefined
16,stl#administrator:map of selected paths,add markers,Stimulus,undefined
