id,element,useCase,type,component
1,User:Profile Edit Page,Loginout,control,userprofileandsearchpage
2,User:Edit profile button,Loginout,control,userprofileandsearchpage
3,User:incorrect user information,Loginout,control,invalidinputinformation
4,User:Invalid input data,Loginout,control,invalidinputinformation
5,Edit profile button:display edit profile page,Loginout,control,userprofileandsearchpage
6,save updated profile:Profile,Loginout,control,userprofileandsearchpage
7,display edit profile page:Profile,Loginout,control,userprofileandsearchpage
8,Profile Edit Page:validate input data,Loginout,control,invalidinputinformation
9,display edit profile page:Profile Edit Page,Loginout,control,userprofileandsearchpage
10,display edit profile page:incorrect user information,Loginout,control,invalidinputinformation
11,validate input data:save updated profile,Loginout,control,userprofileandsearchpage
12,stl#User:Profile Edit Page,Loginout,Stimulus,undefined
13,stl#User:Edit profile button,Loginout,Stimulus,undefined
14,stl#User:incorrect user information,Loginout,Stimulus,undefined
15,stl#User:Invalid input data,Loginout,Stimulus,undefined
