id,element,useCase,type,component
1,User:success message,Edit site,control,MessageManage Page
2,User:"sites" link,Edit site,boundary,siteslink
3,User:site information edition page,Edit site,control,checkconflictsituation
4,User:site list,Edit site,boundary,siteslink
5,"sites" link:redirect to a page with the curernt sites list,Edit site,boundary,siteslink
6,display the specific site informaiton form:site information edition page,Edit site,control,checkconflictsituation
7,display the specific site informaiton form:site information,Edit site,control,checkconflictsituation
8,site list:display the specific site informaiton form,Edit site,control,checkconflictsituation
9,redirect to a page with the curernt sites list:site information,Edit site,control,checkconflictsituation
10,redirect to a page with the curernt sites list:site list,Edit site,boundary,siteslink
11,update the site informaiton in db:site information,Edit site,control,checkconflictsituation
12,site information edition page:update the site informaiton in db,Edit site,control,checkconflictsituation
13,update the site informaiton in db:success message,Edit site,control,MessageManage Page
14,stl#User:success message,Edit site,Stimulus,undefined
15,stl#User:"sites" link,Edit site,Stimulus,undefined
16,stl#User:site information edition page,Edit site,Stimulus,undefined
17,stl#User:site list,Edit site,Stimulus,undefined
