id,element,useCase,type,component
1,Actor:Range Buttons(Default myhome),Search by Location,control,RangeButtonsDefaultmyhome
2,Actor:Location Screen,Search by Location,boundary,SignupScreen
3,Actor:Photo Search Result List View,Search by Location,boundary,photolist
4,Actor:Photo View,Search by Location,boundary,photolist
5,List Mutator:Photo Search Result List,Search by Location,boundary,photolist
6,Perform Default Search:List Mutator,Search by Location,boundary,photolist
7,Perform Select Range Search:List Mutator,Search by Location,boundary,photolist
8,Photo Search Result List View:List Mutator,Search by Location,boundary,photolist
9,Location Screen:Perform Default Search,Search by Location,control,Searchbox
10,User:Location Screen,Search by Location,boundary,SignupScreen
11,Perform Default Search:Photo Database,Search by Location,boundary,photolist
12,Perform Select Range Search:Photo Database,Search by Location,boundary,photolist
13,Range Buttons(Default myhome):Perform Select Range Search,Search by Location,control,Searchbox
14,User:Photo Search Result List View,Search by Location,boundary,photolist
15,Photo View:User Directed to View Photo Use Case,Search by Location,boundary,photolist
16,User:Photo View,Search by Location,boundary,photolist
17,User:Range Buttons(Default myhome),Search by Location,control,RangeButtonsDefaultmyhome
18,stl#Actor:Range Buttons(Default myhome),Search by Location,Stimulus,undefined
19,stl#Actor:Location Screen,Search by Location,Stimulus,undefined
20,stl#Actor:Photo Search Result List View,Search by Location,Stimulus,undefined
21,stl#Actor:Photo View,Search by Location,Stimulus,undefined
22,stl#User:Location Screen,Search by Location,Stimulus,undefined
23,stl#User:Photo Search Result List View,Search by Location,Stimulus,undefined
24,stl#User:Photo View,Search by Location,Stimulus,undefined
25,stl#User:Range Buttons(Default myhome),Search by Location,Stimulus,undefined
