id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Administrator->Partner Biling Status Page->display partner list->Partner List,EQ,CTRL|INT,4,undefined,1,0,1,Delete Partner Account,Delete Partner Account
2,Administrator->Partner Biling Status Page->Display delete confirmation page->Delete confirmation page,EQ,CTRL|INT,4,undefined,1,0,1,Delete Partner Account,Delete Partner Account
3,Administrator->Partner Biling Status Page->Display delete confirmation page->Display popup error message->Partner,FUNC_NA,CTRL|EXTIVK,5,undefined,2,0,2,Delete Partner Account,Delete Partner Account
4,Administrator->Partner Biling Status Page->Display delete confirmation page->Display popup error message->Error message popup,EQ,CTRL|INT,5,undefined,2,0,1,Delete Partner Account,Delete Partner Account
5,Administrator->Partner Biling Status Page->Display partner biling status page->Partner Info,EI,CTRL|DM|EI,4,undefined,1,1,1,Delete Partner Account,Delete Partner Account
6,Administrator->Partner Biling Status Page->Display partner biling status page->Delete confirmation page,EQ,CTRL|INT,4,undefined,1,0,1,Delete Partner Account,Delete Partner Account
7,Suspend Account->Partner Biling Status Page->display partner list->Partner List,FUNC_NA,TRAN_NA,4,undefined,2,0,0,Delete Partner Account,Delete Partner Account
8,Suspend Account->Partner Biling Status Page->Display delete confirmation page->Delete confirmation page,FUNC_NA,TRAN_NA,4,undefined,2,0,0,Delete Partner Account,Delete Partner Account
9,Suspend Account->Partner Biling Status Page->Display delete confirmation page->Display popup error message->Partner,FUNC_NA,TRAN_NA,5,undefined,3,0,1,Delete Partner Account,Delete Partner Account
10,Suspend Account->Partner Biling Status Page->Display delete confirmation page->Display popup error message->Error message popup,FUNC_NA,TRAN_NA,5,undefined,3,0,0,Delete Partner Account,Delete Partner Account
11,Suspend Account->Partner Biling Status Page->Display partner biling status page->Partner Info,FUNC_NA,TRAN_NA,4,undefined,2,1,0,Delete Partner Account,Delete Partner Account
12,Suspend Account->Partner Biling Status Page->Display partner biling status page->Delete confirmation page,FUNC_NA,TRAN_NA,4,undefined,2,0,0,Delete Partner Account,Delete Partner Account
