id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Error message popup,boundary,0,1,Delete Partner Account,Delete Partner Account,
2,Display partner biling status page,control,2,1,Delete Partner Account,Delete Partner Account,
3,Partner List,boundary,0,1,Delete Partner Account,Delete Partner Account,
4,display partner list,control,1,1,Delete Partner Account,Delete Partner Account,
5,Partner,actor,0,1,Delete Partner Account,Delete Partner Account,
6,Display popup error message,control,2,2,Delete Partner Account,Delete Partner Account,
7,Suspend Account,control,1,0,Delete Partner Account,Delete Partner Account,
8,Display delete confirmation page,control,3,1,Delete Partner Account,Delete Partner Account,
9,Delete confirmation page,boundary,1,2,Delete Partner Account,Delete Partner Account,
10,Partner Info,entity,0,1,Delete Partner Account,Delete Partner Account,
11,Delete Partner Account,control,1,1,Delete Partner Account,Delete Partner Account,
12,Administrator,actor,2,0,Delete Partner Account,Delete Partner Account,
13,Partner Biling Status Page,boundary,3,2,Delete Partner Account,Delete Partner Account,
