id,path,functional,transactional,path_length,diagram,useCase
1,Customer->1-800 dial button->assign call to agent->Twilio API,FUNC_NA,CTRL|EXTIVK,undefined,Receeive Calls,Receeive Calls
2,Lead->1-800 dial button->assign call to agent->Twilio API,FUNC_NA,CTRL|EXTIVK,undefined,Receeive Calls,Receeive Calls
3,Twilio API->redirect to void mail->voice mail panel,FUNC_NA,CTRL|EXTCLL|INT,undefined,Receeive Calls,Receeive Calls
4,Twilio API->popup income call dialog->income call dialog,FUNC_NA,CTRL|EXTCLL|INT,undefined,Receeive Calls,Receeive Calls
5,Twilio API->save call log->call log,FUNC_NA,CTRL|EXTCLL|DM|EI,undefined,Receeive Calls,Receeive Calls
