id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,call log,entity,0,1,Receeive Calls,Receeive Calls,
2,save call log,control,1,1,Receeive Calls,Receeive Calls,
3,income call dialog,boundary,1,1,Receeive Calls,Receeive Calls,
4,redirect to void mail,control,1,1,Receeive Calls,Receeive Calls,
5,Agent,actor,0,1,Receeive Calls,Receeive Calls,
6,popup income call dialog,control,1,1,Receeive Calls,Receeive Calls,
7,Twilio API,actor,3,1,Receeive Calls,Receeive Calls,
8,voice mail panel,boundary,1,2,Receeive Calls,Receeive Calls,
9,assign call to agent,control,1,1,Receeive Calls,Receeive Calls,
10,1-800 dial button,boundary,1,2,Receeive Calls,Receeive Calls,
11,Lead,actor,3,0,Receeive Calls,Receeive Calls,
12,Customer,actor,1,0,Receeive Calls,Receeive Calls,
