id,element,useCase,type,component
1,User:User enters her Twitter account credentials ,Share on twitter,boundary,Twitter
2,User:clicks on Watch more link ,Share on twitter,boundary,clicksonreadbutton
3,User:opens Go Grrrls App ,Share on twitter,boundary,Go Grrrls App
4,User:clicks on specific chapter ,Share on twitter,control,Chapter
5,User:Click on view content ,Share on twitter,boundary,clicksonreadbutton
6,User:The user clicks on the Twitter option among the listed one ,Share on twitter,boundary,clicksonreadbutton
7,Chapter content is loaded and with watch more link listed :The video is loaded from the YouTube API and is available to watch along with the text in-line,Share on twitter,control,Youtube API
8,Display all the chapters listed:Chapter content is loaded and with watch more link listed ,Share on twitter,control,chapter controller
9,clicks on specific chapter :Chapter content is loaded and with watch more link listed ,Share on twitter,control,chapter controller
10,Click on view content :Display all the chapters listed,Share on twitter,control,Chapter
11,Show the home page of the app :Display all the chapters listed,Share on twitter,control,Chapter
12,opens Go Grrrls App :Show the home page of the app ,Share on twitter,control,Home
13,The user clicks on the Twitter option among the listed one :User is taken to login page of Twitter,Share on twitter,boundary,Twitter
14,The video is loaded from the YouTube API and is available to watch along with the text in-line:User is taken to login page of Twitter,Share on twitter,boundary,Twitter
15,clicks on Watch more link :The video is loaded from the YouTube API and is available to watch along with the text in-line,Share on twitter,control,Youtube API
16,User is taken to login page of Twitter:The video is posted on user��s Twitter account,Share on twitter,control,Video controller
17,User enters her Twitter account credentials :The video is posted on user��s Twitter account,Share on twitter,control,Video controller
18,stl#User:User enters her Twitter account credentials ,Share on twitter,Stimulus,undefined
19,stl#User:clicks on Watch more link ,Share on twitter,Stimulus,undefined
20,stl#User:opens Go Grrrls App ,Share on twitter,Stimulus,undefined
21,stl#User:clicks on specific chapter ,Share on twitter,Stimulus,undefined
22,stl#User:Click on view content ,Share on twitter,Stimulus,undefined
23,stl#User:The user clicks on the Twitter option among the listed one ,Share on twitter,Stimulus,undefined
