id,element,useCase,type,component
1,check if email id and number are valid:Invalid detail input message,Create/update user profile,boundary,Invaliddetailinputmessage
2,Jobseeker:Invalid detail input message,Create/update user profile,boundary,Invaliddetailinputmessage
3,save the info to local storage:Local storage,Create/update user profile,boundary,Localstorage
4,User Profile button:redirect to profile page,Create/update user profile,boundary,Localstorage
5,Jobseeker:User Profile button,Create/update user profile,boundary,UserProfilebutton
6,check if email id and model number are existing:input the detail into user database,Create/update user profile,boundary,Invaliddetailinputmessage
7,send details in an encrypted fashion to search:check if email id and model number are existing,Create/update user profile,control,checkifemailidandmodelnumberareexisting
8,check if email id and number are valid:send details in an encrypted fashion to search,Create/update user profile,control,checkifemailidandmodelnumberareexisting
9,user information update page:check if email id and number are valid,Create/update user profile,control,checkifemailidandmodelnumberareexisting
10,save the info to local storage:display success message and redirect to home page,Create/update user profile,boundary,Invaliddetailinputmessage
11,Jobseeker:home page,Create/update user profile,boundary,Localstorage
12,save the info to local storage:home page,Create/update user profile,boundary,Localstorage
13,input the detail into user database:user database,Create/update user profile,boundary,UserProfilebutton
14,input the detail into user database:send saving notification,Create/update user profile,boundary,sendsavingnotification
15,redirect to profile page:user information update page,Create/update user profile,boundary,sendsavingnotification
16,send saving notification:save the info to local storage,Create/update user profile,boundary,Localstorage
17,Jobseeker:saving success message,Create/update user profile,boundary,Invaliddetailinputmessage
18,send saving notification:saving success message,Create/update user profile,boundary,Invaliddetailinputmessage
19,Jobseeker:user information update page,Create/update user profile,boundary,sendsavingnotification
20,stl#Jobseeker:Invalid detail input message,Create/update user profile,Stimulus,undefined
21,stl#Jobseeker:User Profile button,Create/update user profile,Stimulus,undefined
22,stl#Jobseeker:home page,Create/update user profile,Stimulus,undefined
23,stl#Jobseeker:saving success message,Create/update user profile,Stimulus,undefined
24,stl#Jobseeker:user information update page,Create/update user profile,Stimulus,undefined
