id,element,useCase,type,component
1,User:update,manage resources,entity,Cass Attendance Info
2,User:delete,manage resources,boundary,Delete
3,User:Add,manage resources,boundary,Admin Info
4,User:Update,manage resources,entity,Cass Attendance Info
5,User:Manage resources button,manage resources,control,Resource page
6,User:add,manage resources,boundary,Admin Info
7,User:Homepage,manage resources,control,Send Messagepage
8,User:delete,manage resources,boundary,Delete
9,Add:Update information of resource,manage resources,control,Resource Input page
10,Update information of resource:Database,manage resources,entity,Cass Attendance Info
11,Update information of resource:Homepage,manage resources,control,Send Messagepage
12,Manage resources button:Show lists of resources,manage resources,control,Resource List with Status
13,Show lists of resources:Update information of resource,manage resources,control,Resource Input page
14,Update:Update information of resource,manage resources,control,Resource Input page
15,delete:Update information of resource,manage resources,control,Resource Input page
16,add:Update information of resource,manage resources,control,Resource Input page
17,delete:Update information of resource,manage resources,control,Resource Input page
18,update:Update information of resource,manage resources,control,Resource Input page
19,stl#User:update,manage resources,Stimulus,undefined
20,stl#User:delete,manage resources,Stimulus,undefined
21,stl#User:Add,manage resources,Stimulus,undefined
22,stl#User:Update,manage resources,Stimulus,undefined
23,stl#User:Manage resources button,manage resources,Stimulus,undefined
24,stl#User:add,manage resources,Stimulus,undefined
25,stl#User:Homepage,manage resources,Stimulus,undefined
26,stl#User:delete,manage resources,Stimulus,undefined
