id,element,useCase,type,component
1,administrator:school list page,delete a path,boundary,SPSListScreen
2,administrator:confirmation page,delete a path,control,SurveyConfigurationPage
3,administrator:path list,delete a path,control,pathdb
4,administrator:no answer under path message,delete a path,control,Association Management
5,administrator:success message,delete a path,control,Survey Management
6,check related answers under paths:prompt confirmation page,delete a path,control,SurveyConfigurationPage
7,check related answers under paths:school informaiton,delete a path,entity,schoolinformaiton
8,check related answers under paths:path and location information,delete a path,entity,schoolinformaiton
9,path list:check related answers under paths,delete a path,control,$help://use_case_model_pattern.htm
10,confirmation page:delete the path and answers,delete a path,control,$help://use_case_model_pattern.htm
11,prompt confirmation page:confirmation page,delete a path,control,SurveyConfigurationPage
12,delete the path and answers:path and location information,delete a path,entity,schoolinformaiton
13,delete the path and answers:no answer under path message,delete a path,control,Association Management
14,delete the path and answers:success message,delete a path,control,Survey Management
15,display error message for same name and address:path list,delete a path,control,pathdb
16,load path list form db:display error message for same name and address,delete a path,control,Association Management
17,load path list form db:school informaiton,delete a path,entity,schoolinformaiton
18,load path list form db:path db,delete a path,control,pathdb
19,load path list form db:path list,delete a path,control,pathdb
20,school list page:load path list form db,delete a path,control,pathdb
21,stl#administrator:school list page,delete a path,Stimulus,undefined
22,stl#administrator:confirmation page,delete a path,Stimulus,undefined
23,stl#administrator:path list,delete a path,Stimulus,undefined
24,stl#administrator:no answer under path message,delete a path,Stimulus,undefined
25,stl#administrator:success message,delete a path,Stimulus,undefined
