id,path,transactional,path_length,diagram,useCase
1,Actor1->b1->c1->e1->c2->e2->b2,TRAN_NA,7,Experiment Use Case,Experiment Use Case
2,Actor1->b1->c1->b2,CTRL,4,Experiment Use Case,Experiment Use Case
3,Actor1->b1->c1->b2,INT,4,Experiment Use Case,Experiment Use Case
4,Actor1->b2->b1,TRAN_NA,3,Experiment Use Case,Experiment Use Case
5,Actor2->b2->b1,TRAN_NA,3,Experiment Use Case,Experiment Use Case
6,e3->c2->e2->b2,TRAN_NA,4,Experiment Use Case,Experiment Use Case
7,e3->c2->e2->b1,TRAN_NA,4,Experiment Use Case,Experiment Use Case
8,c3->e2->b2,TRAN_NA,3,Experiment Use Case,Experiment Use Case
9,c3->e2->b1,TRAN_NA,3,Experiment Use Case,Experiment Use Case
