id,path,transactional,path_length,diagram,useCase
1,User->logout button->clear session->Session,CTRL,4,Logout,Logout
2,User->logout button->clear session->Session,DM,4,Logout,Logout
3,User->logout button->clear session->Session,EI,4,Logout,Logout
