id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:Homepage-->User:Homepage,Search members,CTRL;EXTCLL;INT,2,0,2,1,4
2,stl#User:types a name in the search box-->User:types a name in the search box-->types a name in the search box:search for the corresponding name in the database-->search for the corresponding name in the database:return the member��s profile -->return the member��s profile :types a name in the search box-->types a name in the search box:search for the corresponding name in the database,Search members,CTRL,6,0,3.6,5,21.6
3,stl#User:types a name in the search box-->User:types a name in the search box-->types a name in the search box:search for the corresponding name in the database-->search for the corresponding name in the database:return the member��s profile -->return the member��s profile :Homepage,Search members,CTRL;EXTCLL;INT,5,1,3,4,15
4,stl#User:types a name in the search box-->User:types a name in the search box-->types a name in the search box:search for the corresponding name in the database-->search for the corresponding name in the database:member databse,Search members,CTRL,4,1,3.3333333333333335,3,13.333333333333334
