id,element,useCase,type,component
1,User:Order history button,View order history,boundary,order
2,User:no order history page,View order history,boundary,order
3,User:order history list,View order history,boundary,order
4,Order history button:retrieve order history,View order history,boundary,order
5,retrieve order history:no order history page,View order history,boundary,order
6,retrieve order history:order,View order history,boundary,order
7,retrieve order history:order history list,View order history,boundary,order
8,stl#User:Order history button,View order history,Stimulus,undefined
9,stl#User:no order history page,View order history,Stimulus,undefined
10,stl#User:order history list,View order history,Stimulus,undefined
