id,element,useCase,type,component
1,user:no order history page,Track Order,boundary,OrderRepository
2,user:order status,Track Order,entity,Order
3,user:Track order button,Track Order,entity,Order
4,Track order button:retrieve order status,Track Order,control,orderentry
5,retrieve order status:no order history page,Track Order,boundary,OrderRepository
6,retrieve order status:order,Track Order,entity,Order
7,retrieve order status:order status,Track Order,entity,Order
8,stl#user:no order history page,Track Order,Stimulus,undefined
9,stl#user:order status,Track Order,Stimulus,undefined
10,stl#user:Track order button,Track Order,Stimulus,undefined
