id,element,useCase,type,component
1,Actor:Photo Selected Screen,Downoad Photos to Device,boundary,SignupScreen
2,Download photo to Device:Handle download success,Downoad Photos to Device,boundary,myupload
3,Download photo to Device:Handle download error,Downoad Photos to Device,boundary,myupload
4,Download photo to Device:Server,Downoad Photos to Device,entity,User
5,Photo Selected Screen:Download photo to Device,Downoad Photos to Device,boundary,photolist
6,Handle download error:Photo Selected Screen,Downoad Photos to Device,boundary,SignupScreen
7,Handle download success:Photo Selected Screen,Downoad Photos to Device,boundary,SignupScreen
8,User:Photo Selected Screen,Downoad Photos to Device,boundary,SignupScreen
9,stl#Actor:Photo Selected Screen,Downoad Photos to Device,Stimulus,undefined
10,stl#User:Photo Selected Screen,Downoad Photos to Device,Stimulus,undefined
