id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Local Storage,entity,0,1,Save Picture to Device,Save Picture to Device,
2,Picture,entity,1,1,Save Picture to Device,Save Picture to Device,
3,download to phone,control,2,2,Save Picture to Device,Save Picture to Device,
4,Download button,boundary,1,1,Save Picture to Device,Save Picture to Device,
5,User,actor,1,0,Save Picture to Device,Save Picture to Device,
