id,element,useCase,type,component
1,User:Input upload grade info ,upload grade info (text file),boundary,Inputuploadgradeinfo
2,User:Input upload grade info ,upload grade info (text file),boundary,Inputuploadgradeinfo
3,User:Homepage,upload grade info (text file),control,Homepage
4,User:Manage grade button,upload grade info (text file),boundary,Inputuploadgradeinfo
5,Display confimation:Database,upload grade info (text file),entity,Database
6,Display confimation:Homepage,upload grade info (text file),control,Homepage
7,Manage grade button:Display confimation,upload grade info (text file),control,Accessallstudentinformation
8,Input upload grade info :Display confimation,upload grade info (text file),control,Accessallstudentinformation
9,Input upload grade info :Display confimation,upload grade info (text file),control,Accessallstudentinformation
10,stl#User:Input upload grade info ,upload grade info (text file),Stimulus,undefined
11,stl#User:Input upload grade info ,upload grade info (text file),Stimulus,undefined
12,stl#User:Homepage,upload grade info (text file),Stimulus,undefined
13,stl#User:Manage grade button,upload grade info (text file),Stimulus,undefined
