id,element,useCase,type,component
1,contractor:all players list,Add a new player,control,allplayerslist
2,contractor:players tab,Add a new player,control,allplayerslist
3,contractor:player detail page,Add a new player,control,allplayerslist
4,add player:player,Add a new player,control,allplayerslist
5,player detail page:add player,Add a new player,control,allplayerslist
6,all players list:query attribute list of a player,Add a new player,control,allplayerslist
7,query crawling list of players:all players list,Add a new player,control,allplayerslist
8,query attribute list of a player:player,Add a new player,control,allplayerslist
9,query crawling list of players:player,Add a new player,control,allplayerslist
10,query attribute list of a player:player detail page,Add a new player,control,allplayerslist
11,players tab:query crawling list of players,Add a new player,control,allplayerslist
12,stl#contractor:all players list,Add a new player,Stimulus,undefined
13,stl#contractor:players tab,Add a new player,Stimulus,undefined
14,stl#contractor:player detail page,Add a new player,Stimulus,undefined
15,Contractor:Website detail input page,Add a new website,control,websites
16,Contractor:Invalid website information,Add a new website,control,websites
17,Contractor:Attribute list of website,Add a new website,control,websites
18,Attribute list of website:add attributes,Add a new website,control,websites
19,query attributes of webbiste:Attribute list of website,Add a new website,control,websites
20,Invalid website information:query attributes of webbiste,Add a new website,control,websites
21,verify input information:Invalid website information,Add a new website,control,websites
22,Website detail input page:verify input information,Add a new website,control,verifyinputinformation
23,add attributes:websites,Add a new website,control,websites
24,query attributes of webbiste:websites,Add a new website,control,websites
25,save website info:websites,Add a new website,control,websites
26,verify input information:save website info,Add a new website,control,websites
27,stl#Contractor:Website detail input page,Add a new website,Stimulus,undefined
28,stl#Contractor:Invalid website information,Add a new website,Stimulus,undefined
29,stl#Contractor:Attribute list of website,Add a new website,Stimulus,undefined
30,delete website:websites,Delete a website,entity,websites
31,confirm dialog:delete website,Delete a website,entity,websites
32,contractor:player detail page,Edit the crawling attributes of a player,control,playerdetailpage
33,contractor:players tab,Edit the crawling attributes of a player,control,playerdetailpage
34,contractor:all players list,Edit the crawling attributes of a player,control,playerdetailpage
35,all players list:query attribute list of a player,Edit the crawling attributes of a player,control,playerdetailpage
36,query crawling list of players:all players list,Edit the crawling attributes of a player,control,playerdetailpage
37,query crawling list of players:player,Edit the crawling attributes of a player,control,playerdetailpage
38,update player attributes:player,Edit the crawling attributes of a player,control,playerdetailpage
39,query attribute list of a player:player,Edit the crawling attributes of a player,control,playerdetailpage
40,player detail page:update player attributes,Edit the crawling attributes of a player,control,playerdetailpage
41,query attribute list of a player:player detail page,Edit the crawling attributes of a player,control,playerdetailpage
42,players tab:query crawling list of players,Edit the crawling attributes of a player,control,playerdetailpage
43,stl#contractor:player detail page,Edit the crawling attributes of a player,Stimulus,undefined
44,stl#contractor:players tab,Edit the crawling attributes of a player,Stimulus,undefined
45,stl#contractor:all players list,Edit the crawling attributes of a player,Stimulus,undefined
46,Contractor:List of websites,Edit website details,entity,websites
47,Contractor:Attribute list of website,Edit website details,entity,websites
