id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,FactoryPoolsPoolable,0,0,0,0,0,0
2,FlowableTakeLastOne,0,0,0,0,0,0
3,MissingBackpressureException,0,0,0,0,0,0
4,BroadcastChannel,0,0,0,0,0,0
5,BroadcastChannelDefaultImpls,0,0,0,0,0,0
