id,element,useCase,type,component
1,User:Delete user info success,Delete users,entity,User Details
2,User:User List,Delete users,entity,User Details
3,User:User info page,Delete users,boundary,Paper Forms
4,Delete user info:Delete user info success,Delete users,entity,User Details
5,Delete user info:User info,Delete users,entity,User Details
6,User info page:Delete user info,Delete users,entity,User Details
7,User List:query user info,Delete users,entity,User Details
8,query user info:User info,Delete users,entity,User Details
9,query user info:User info page,Delete users,boundary,Paper Forms
10,stl#User:Delete user info success,Delete users,Stimulus,undefined
11,stl#User:User List,Delete users,Stimulus,undefined
12,stl#User:User info page,Delete users,Stimulus,undefined
