id,element,useCase,type,component
1,User:button state change to acceptance,Accept/Reject connection,boundary,Attachment
2,User:Accept button,Accept/Reject connection,boundary,Account
3,User:Reject button,Accept/Reject connection,control,Projects
4,Accept button:send request accept,Accept/Reject connection,control,UserRecommender
5,Reject button:send request accept,Accept/Reject connection,control,UserRecommender
6,send request accept:button state change to acceptance,Accept/Reject connection,boundary,Attachment
7,send request accept:request,Accept/Reject connection,entity,SearchResult
8,stl#User:button state change to acceptance,Accept/Reject connection,Stimulus,undefined
9,stl#User:Accept button,Accept/Reject connection,Stimulus,undefined
10,stl#User:Reject button,Accept/Reject connection,Stimulus,undefined
