id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
1,stl#User:Disable creat from template button->User:Disable creat from template button,Create from template,CTRL,2,0,6,12
2,stl#User:Disable creat from template button->User:Disable creat from template button,Create from template,EXTCLL,2,0,6,12
3,stl#User:Disable creat from template button->User:Disable creat from template button,Create from template,INT,2,0,6,12
4,stl#User:edit sphere page->User:edit sphere page,Create from template,CTRL,2,0,3,6
5,stl#User:edit sphere page->User:edit sphere page,Create from template,EXTCLL,2,0,3,6
6,stl#User:edit sphere page->User:edit sphere page,Create from template,DM,2,0,3,6
7,stl#User:edit sphere page->User:edit sphere page,Create from template,EI,2,0,3,6
8,stl#User:Create from template button->User:Create from template button->Create from template button:query available templates->query available templates:templates database,Create from template,TRAN_NA,4,0,4.333333333333333,17.333333333333332
9,stl#User:Create from template button->User:Create from template button->Create from template button:query available templates->query available templates:Display a list of templates->Display a list of templates:create a sphere in db->create a sphere in db:Display the edit sphere page->Display the edit sphere page:edit sphere page,Create from template,TRAN_NA,7,0,4.333333333333333,30.333333333333332
10,stl#User:Create from template button->User:Create from template button->Create from template button:query available templates->query available templates:Disable creat from template button,Create from template,TRAN_NA,4,0,6,24
11,stl#User:Display a list of templates->User:Display a list of templates->Display a list of templates:create a sphere in db->create a sphere in db:Display the edit sphere page->Display the edit sphere page:edit sphere page,Create from template,TRAN_NA,5,0,3.5,17.5
1,stl#User:Home page->User:Home page,Delete sphere,CTRL,2,0,3,6
2,stl#User:confirmation prompt->User:confirmation prompt->confirmation prompt:market as deleted in db->market as deleted in db:redirect user to home page->redirect user to home page:Home page,Delete sphere,CTRL,5,0,3,15
3,stl#User:confirmation prompt->User:confirmation prompt->confirmation prompt:market as deleted in db->market as deleted in db:sphere,Delete sphere,CTRL,4,0,2.3333333333333335,9.333333333333334
4,stl#User:confirmation prompt->User:confirmation prompt->confirmation prompt:market as deleted in db->market as deleted in db:sphere,Delete sphere,EXTCLL,4,0,2.3333333333333335,9.333333333333334
5,stl#User:confirmation prompt->User:confirmation prompt->confirmation prompt:market as deleted in db->market as deleted in db:sphere,Delete sphere,DM,4,0,2.3333333333333335,9.333333333333334
6,stl#User:confirmation prompt->User:confirmation prompt->confirmation prompt:market as deleted in db->market as deleted in db:sphere,Delete sphere,EI,4,0,2.3333333333333335,9.333333333333334
7,stl#User:Delete sphere button->User:Delete sphere button->Delete sphere button:Display confirmation prompt->Display confirmation prompt:confirmation prompt->confirmation prompt:market as deleted in db->market as deleted in db:redirect user to home page->redirect user to home page:Home page,Delete sphere,TRAN_NA,7,0,2.3333333333333335,16.333333333333336
8,stl#User:Delete sphere button->User:Delete sphere button->Delete sphere button:Display confirmation prompt->Display confirmation prompt:confirmation prompt->confirmation prompt:market as deleted in db->market as deleted in db:sphere,Delete sphere,TRAN_NA,6,0,1.8,10.8
9,stl#User:Delete sphere button->User:Delete sphere button->Delete sphere button:Display confirmation prompt->Display confirmation prompt:builds a list of matches->builds a list of matches:confirmation prompt->confirmation prompt:market as deleted in db->market as deleted in db:redirect user to home page->redirect user to home page:Home page,Delete sphere,TRAN_NA,8,1,2.142857142857143,17.142857142857142
10,stl#User:Delete sphere button->User:Delete sphere button->Delete sphere button:Display confirmation prompt->Display confirmation prompt:builds a list of matches->builds a list of matches:confirmation prompt->confirmation prompt:market as deleted in db->market as deleted in db:sphere,Delete sphere,TRAN_NA,7,1,1.6666666666666667,11.666666666666668
1,stl#User:List of usrs with specific sphere->User:List of usrs with specific sphere->List of usrs with specific sphere:add association in db->add association in db:sends notification to second user->sends notification to second user:success message,Edit nodes in table,TRAN_NA,5,1,2.75,13.75
2,stl#User:a list of ones->User:a list of ones->a list of ones:update DB with new values->update DB with new values:nodes,Edit nodes in table,CTRL,4,0,1.6666666666666667,6.666666666666667
3,stl#User:a list of ones->User:a list of ones->a list of ones:update DB with new values->update DB with new values:nodes,Edit nodes in table,EXTCLL,4,0,1.6666666666666667,6.666666666666667
4,stl#User:a list of ones->User:a list of ones->a list of ones:update DB with new values->update DB with new values:nodes,Edit nodes in table,INT,4,0,1.6666666666666667,6.666666666666667
5,stl#User:a list of ones->User:a list of ones->a list of ones:update DB with new values->update DB with new values:node is not updated message,Edit nodes in table,CTRL,4,0,2,8
6,stl#User:a list of ones->User:a list of ones->a list of ones:update DB with new values->update DB with new values:Redirect to sphere overview->Redirect to sphere overview:Sphere overview,Edit nodes in table,TRAN_NA,5,0,3.5,17.5
7,stl#User:a list of ones->User:a list of ones->a list of ones:update DB with new values->update DB with new values:List of usrs with specific sphere->List of usrs with specific sphere:add association in db->add association in db:sends notification to second user->sends notification to second user:success message,Edit nodes in table,TRAN_NA,7,1,2.5,17.5
8,stl#User:success message->User:success message,Edit nodes in table,CTRL,2,0,2,4
9,stl#User:success message->User:success message,Edit nodes in table,EXTCLL,2,0,2,4
10,stl#User:success message->User:success message,Edit nodes in table,INT,2,0,2,4
11,stl#User:Sphere overview->User:Sphere overview,Edit nodes in table,CTRL,2,0,5,10
12,stl#User:Sphere overview->User:Sphere overview,Edit nodes in table,EXTCLL,2,0,5,10
13,stl#User:Sphere overview->User:Sphere overview,Edit nodes in table,DM,2,0,5,10
14,stl#User:Sphere overview->User:Sphere overview,Edit nodes in table,EI,2,0,5,10
15,stl#User:node is not updated message->User:node is not updated message,Edit nodes in table,CTRL,2,0,2,4
1,stl#User:Error message->User:Error message,Edit sphere properties,CTRL,2,0,5,10
2,stl#User:Error message->User:Error message,Edit sphere properties,EXTCLL,2,0,5,10
3,stl#User:Error message->User:Error message,Edit sphere properties,INT,2,0,5,10
4,stl#User:Edit sphere button->User:Edit sphere button->Edit sphere button:Displays sphere properties in editable table->Displays sphere properties in editable table:sphere,Edit sphere properties,TRAN_NA,4,0,6,24
5,stl#User:Edit sphere button->User:Edit sphere button->Edit sphere button:Displays sphere properties in editable table->Displays sphere properties in editable table:editable table for sphere->editable table for sphere:validate input on sphere change->validate input on sphere change:updates db for new properties->updates db for new properties:sphere,Edit sphere properties,TRAN_NA,7,0,4.5,31.5
6,stl#User:Edit sphere button->User:Edit sphere button->Edit sphere button:Displays sphere properties in editable table->Displays sphere properties in editable table:editable table for sphere->editable table for sphere:validate input on sphere change->validate input on sphere change:updates db for new properties->updates db for new properties:Error message,Edit sphere properties,TRAN_NA,7,0,4.333333333333333,30.333333333333332
7,stl#User:Edit sphere button->User:Edit sphere button->Edit sphere button:Displays sphere properties in editable table->Displays sphere properties in editable table:editable table for sphere->editable table for sphere:validate input on sphere change->validate input on sphere change:updates db for new properties->updates db for new properties:Display success message->Display success message:success message,Edit sphere properties,TRAN_NA,8,0,4.428571428571429,35.42857142857143
8,stl#User:success message->User:success message,Edit sphere properties,CTRL,2,0,5,10
9,stl#User:success message->User:success message,Edit sphere properties,EXTCLL,2,0,5,10
10,stl#User:success message->User:success message,Edit sphere properties,INT,2,0,5,10
11,stl#User:editable table for sphere->User:editable table for sphere->editable table for sphere:validate input on sphere change->validate input on sphere change:updates db for new properties->updates db for new properties:sphere,Edit sphere properties,TRAN_NA,5,0,3.75,18.75
12,stl#User:editable table for sphere->User:editable table for sphere->editable table for sphere:validate input on sphere change->validate input on sphere change:updates db for new properties->updates db for new properties:Error message,Edit sphere properties,TRAN_NA,5,0,3.5,17.5
13,stl#User:editable table for sphere->User:editable table for sphere->editable table for sphere:validate input on sphere change->validate input on sphere change:updates db for new properties->updates db for new properties:Display success message->Display success message:success message,Edit sphere properties,TRAN_NA,6,0,3.8,22.799999999999997
1,stl#User:Displays a list of saved spheres->User:Displays a list of saved spheres->Displays a list of saved spheres:display 2d view of selected sphere->display 2d view of selected sphere:2D view of selected sphere,Open existing shpere,TRAN_NA,4,0,8,32
2,stl#User:Displays a list of saved spheres->User:Displays a list of saved spheres->Displays a list of saved spheres:display 2d view of selected sphere->display 2d view of selected sphere:"create sectors and nodes" page,Open existing shpere,TRAN_NA,4,0,6,24
3,stl#User:"Open a saved sphere" button->User:"Open a saved sphere" button->"Open a saved sphere" button:Requests a sphere list o the user from database->Requests a sphere list o the user from database:sphere,Open existing shpere,TRAN_NA,4,0,3.3333333333333335,13.333333333333334
