id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
1,stl#User:list of switch->User:list of switch->list of switch:add switch to favoriate->add switch to favoriate:Favoriate,Add favorite screen,TRAN_NA,4,0,11,44
2,stl#User:list of switch->User:list of switch->list of switch:add switch to favoriate->add switch to favoriate:Display error message when adding to favorite->Display error message when adding to favorite:Error message when updating,Add favorite screen,TRAN_NA,5,0,11,55
3,stl#User:Error message when updating->User:Error message when updating,Add favorite screen,CTRL,2,0,11,22
4,stl#User:Error message when updating->User:Error message when updating,Add favorite screen,EXTCLL,2,0,11,22
5,stl#User:Error message when updating->User:Error message when updating,Add favorite screen,INT,2,0,11,22
6,stl#User:Add favorite screen->User:Add favorite screen->Add favorite screen:query list of switchs->query list of switchs:list of switch->list of switch:add switch to favoriate->add switch to favoriate:Favoriate,Add favorite screen,TRAN_NA,6,0,11,66
7,stl#User:Add favorite screen->User:Add favorite screen->Add favorite screen:query list of switchs->query list of switchs:list of switch->list of switch:add switch to favoriate->add switch to favoriate:Display error message when adding to favorite->Display error message when adding to favorite:Error message when updating,Add favorite screen,TRAN_NA,7,0,11,77
8,stl#User:Add favorite screen->User:Add favorite screen->Add favorite screen:query list of switchs->query list of switchs:Switch,Add favorite screen,TRAN_NA,4,0,11,44
1,stl#User:add image for switch page->User:add image for switch page->add image for switch page:save image in db->save image in db:Image,Add image for switch,TRAN_NA,4,0,5,20
2,stl#User:add image for switch page->User:add image for switch page->add image for switch page:save image in db->save image in db:Error message when saving image,Add image for switch,TRAN_NA,4,0,5,20
3,stl#User:Error message when saving image->User:Error message when saving image,Add image for switch,CTRL,2,0,5,10
4,stl#User:Error message when saving image->User:Error message when saving image,Add image for switch,EXTCLL,2,0,5,10
5,stl#User:Error message when saving image->User:Error message when saving image,Add image for switch,INT,2,0,5,10
1,stl#User:list of gateway->User:list of gateway->list of gateway:popup gateway name edit page->popup gateway name edit page:gateway name edit page->gateway name edit page:save gateway name to DB->save gateway name to DB:gateway,Assign gateways names,TRAN_NA,6,0,11,66
2,stl#User:list of gateway->User:list of gateway->list of gateway:popup gateway name edit page->popup gateway name edit page:gateway name edit page->gateway name edit page:save gateway name to DB->save gateway name to DB:display error message->display error message:Error message when saving name,Assign gateways names,TRAN_NA,7,0,11,77
3,stl#User:list of gateway->User:list of gateway->list of gateway:popup gateway name edit page->popup gateway name edit page:gateway,Assign gateways names,TRAN_NA,4,0,11,44
4,stl#User:Error message when saving name->User:Error message when saving name,Assign gateways names,CTRL,2,0,11,22
5,stl#User:Error message when saving name->User:Error message when saving name,Assign gateways names,EXTCLL,2,0,11,22
6,stl#User:Error message when saving name->User:Error message when saving name,Assign gateways names,INT,2,0,11,22
7,stl#User:gateway name edit page->User:gateway name edit page->gateway name edit page:save gateway name to DB->save gateway name to DB:gateway,Assign gateways names,TRAN_NA,4,0,11,44
8,stl#User:gateway name edit page->User:gateway name edit page->gateway name edit page:save gateway name to DB->save gateway name to DB:display error message->display error message:Error message when saving name,Assign gateways names,TRAN_NA,5,0,11,55
1,stl#User:delete gateway confirm dialog->User:delete gateway confirm dialog->delete gateway confirm dialog:delete gateway from db->delete gateway from db:gateways,Delete gateway,TRAN_NA,4,0,11,44
2,stl#User:delete gateway confirm dialog->User:delete gateway confirm dialog->delete gateway confirm dialog:delete gateway from db->delete gateway from db:Display error message when deleting,Delete gateway,TRAN_NA,4,0,11,44
3,stl#User:Error when deleting gateway->User:Error when deleting gateway->Error when deleting gateway:Display error message when deleting,Delete gateway,TRAN_NA,3,0,11,33
4,stl#User:List of gateways->User:List of gateways->List of gateways:delete confirm dialog->delete confirm dialog:delete gateway confirm dialog->delete gateway confirm dialog:delete gateway from db->delete gateway from db:gateways,Delete gateway,TRAN_NA,6,0,11,66
5,stl#User:List of gateways->User:List of gateways->List of gateways:delete confirm dialog->delete confirm dialog:delete gateway confirm dialog->delete gateway confirm dialog:delete gateway from db->delete gateway from db:Display error message when deleting,Delete gateway,TRAN_NA,6,0,11,66
6,stl#User:List of gateways->User:List of gateways->List of gateways:delete confirm dialog->delete confirm dialog:gateways,Delete gateway,TRAN_NA,4,0,11,44
1,stl#User:switch detail page->User:switch detail page->switch detail page:update switch status->update switch status:Switch,Swith on/off switches,TRAN_NA,4,0,11,44
2,stl#User:switch detail page->User:switch detail page->switch detail page:update switch status->update switch status:Error message when updating switchs->Error message when updating switchs:Error message of updating,Swith on/off switches,TRAN_NA,5,0,11,55
3,stl#User:Error message of updating->User:Error message of updating,Swith on/off switches,CTRL,2,0,11,22
4,stl#User:Error message of updating->User:Error message of updating,Swith on/off switches,EXTCLL,2,0,11,22
5,stl#User:Error message of updating->User:Error message of updating,Swith on/off switches,INT,2,0,11,22
6,stl#User:List of switches->User:List of switches->List of switches:update list of switch->update list of switch:switch detail page->switch detail page:update switch status->update switch status:Switch,Swith on/off switches,TRAN_NA,6,0,11,66
7,stl#User:List of switches->User:List of switches->List of switches:update list of switch->update list of switch:switch detail page->switch detail page:update switch status->update switch status:Error message when updating switchs->Error message when updating switchs:Error message of updating,Swith on/off switches,TRAN_NA,7,0,11,77
8,stl#User:List of switches->User:List of switches->List of switches:update list of switch->update list of switch:Switch,Swith on/off switches,TRAN_NA,4,0,11,44
