id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
1,stl#Visitor:New Post Button->Visitor:New Post Button->New Post Button:Display dashboard->Display dashboard:Dashboard for adding files and pictures->Dashboard for adding files and pictures:public pictures->public pictures:read neighborhood and add new pictures to neiborhood section->read neighborhood and add new pictures to neiborhood section:neighborhood database,Add pictures in Neighborhood page,TRAN_NA,7,0,5.5,38.5
2,stl#Visitor:New Post Button->Visitor:New Post Button->New Post Button:Display dashboard->Display dashboard:Dashboard for adding files and pictures->Dashboard for adding files and pictures:public pictures->public pictures:read neighborhood and add new pictures to neiborhood section->read neighborhood and add new pictures to neiborhood section:Error in reading pictures,Add pictures in Neighborhood page,TRAN_NA,7,0,6,42
3,stl#Visitor:New Post Button->Visitor:New Post Button->New Post Button:Display dashboard->Display dashboard:Dashboard for adding files and pictures->Dashboard for adding files and pictures:public pictures->public pictures:read neighborhood and add new pictures to neiborhood section->read neighborhood and add new pictures to neiborhood section:Dashboard for neighborhood display.,Add pictures in Neighborhood page,TRAN_NA,7,0,6.5,45.5
4,stl#Visitor:Error in reading pictures->Visitor:Error in reading pictures,Add pictures in Neighborhood page,CTRL,2,0,4,8
5,stl#Visitor:Error in reading pictures->Visitor:Error in reading pictures,Add pictures in Neighborhood page,EXTCLL,2,0,4,8
6,stl#Visitor:Error in reading pictures->Visitor:Error in reading pictures,Add pictures in Neighborhood page,INT,2,0,4,8
7,stl#Visitor:Dashboard for neighborhood display.->Visitor:Dashboard for neighborhood display.,Add pictures in Neighborhood page,CTRL,2,0,7,14
8,stl#Visitor:Dashboard for adding files and pictures->Visitor:Dashboard for adding files and pictures->Dashboard for adding files and pictures:public pictures->public pictures:read neighborhood and add new pictures to neiborhood section->read neighborhood and add new pictures to neiborhood section:neighborhood database,Add pictures in Neighborhood page,TRAN_NA,5,0,4.75,23.75
9,stl#Visitor:Dashboard for adding files and pictures->Visitor:Dashboard for adding files and pictures->Dashboard for adding files and pictures:public pictures->public pictures:read neighborhood and add new pictures to neiborhood section->read neighborhood and add new pictures to neiborhood section:Error in reading pictures,Add pictures in Neighborhood page,TRAN_NA,5,0,5.5,27.5
10,stl#Visitor:Dashboard for adding files and pictures->Visitor:Dashboard for adding files and pictures->Dashboard for adding files and pictures:public pictures->public pictures:read neighborhood and add new pictures to neiborhood section->read neighborhood and add new pictures to neiborhood section:Dashboard for neighborhood display.,Add pictures in Neighborhood page,TRAN_NA,5,0,6.25,31.25
1,stl#Visitor:project page->Visitor:project page,Add pictures to Gallery of art works,CTRL,2,0,2,4
2,stl#Visitor:project page->Visitor:project page,Add pictures to Gallery of art works,EXTCLL,2,0,2,4
3,stl#Visitor:project page->Visitor:project page,Add pictures to Gallery of art works,INT,2,0,2,4
4,stl#Visitor:Gallery button->Visitor:Gallery button->Gallery button:REad gallery from plugin->REad gallery from plugin:display a new page of gallery artwork->display a new page of gallery artwork:Gallery->Gallery:validate the link of image->validate the link of image:project page,Add pictures to Gallery of art works,TRAN_NA,7,0,5,35
5,stl#Visitor:Gallery button->Visitor:Gallery button->Gallery button:REad gallery from plugin->REad gallery from plugin:display a new page of gallery artwork->display a new page of gallery artwork:Gallery->Gallery:validate the link of image->validate the link of image:Gallery Database,Add pictures to Gallery of art works,TRAN_NA,7,0,6,42
6,stl#Visitor:Gallery button->Visitor:Gallery button->Gallery button:REad gallery from plugin->REad gallery from plugin:display a new page of gallery artwork->display a new page of gallery artwork:Gallery->Gallery:validate the link of image->validate the link of image:400 or 500 error page,Add pictures to Gallery of art works,TRAN_NA,7,0,6,42
7,stl#Visitor:Gallery button->Visitor:Gallery button->Gallery button:REad gallery from plugin->REad gallery from plugin:404 or 500 error page,Add pictures to Gallery of art works,TRAN_NA,4,0,6.666666666666667,26.666666666666668
8,stl#Visitor:Gallery->Visitor:Gallery->Gallery:validate the link of image->validate the link of image:project page,Add pictures to Gallery of art works,TRAN_NA,4,0,4.666666666666667,18.666666666666668
9,stl#Visitor:Gallery->Visitor:Gallery->Gallery:validate the link of image->validate the link of image:Gallery Database,Add pictures to Gallery of art works,TRAN_NA,4,0,6.666666666666667,26.666666666666668
10,stl#Visitor:Gallery->Visitor:Gallery->Gallery:validate the link of image->validate the link of image:400 or 500 error page,Add pictures to Gallery of art works,TRAN_NA,4,0,6.666666666666667,26.666666666666668
11,stl#Visitor:404 or 500 error page->Visitor:404 or 500 error page,Add pictures to Gallery of art works,CTRL,2,0,8,16
12,stl#Visitor:404 or 500 error page->Visitor:404 or 500 error page,Add pictures to Gallery of art works,EXTCLL,2,0,8,16
13,stl#Visitor:404 or 500 error page->Visitor:404 or 500 error page,Add pictures to Gallery of art works,INT,2,0,8,16
