id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
1,stl#Admin:home page->Admin:home page,Add course,CTRL,2,1,3,6
2,stl#Admin:home page->Admin:home page,Add course,EXTCLL,2,1,3,6
3,stl#Admin:home page->Admin:home page,Add course,INT,2,1,3,6
4,stl#Admin:Manage course page->Admin:Manage course page->Manage course page:redirect to home page->redirect to home page:home page,Add course,TRAN_NA,4,2,2.3333333333333335,9.333333333333334
5,stl#Admin:Manage course page->Admin:Manage course page->Manage course page:Process course information->Process course information:save course information into database->save course information into database:course,Add course,TRAN_NA,5,0,1.5,7.5
6,stl#Admin:Manage course page->Admin:Manage course page->Manage course page:Process course information->Process course information:Invalid entered information,Add course,TRAN_NA,4,1,1.6666666666666667,6.666666666666667
7,stl#Admin:Invalid entered information->Admin:Invalid entered information,Add course,CTRL,2,1,2,4
8,stl#Admin:Invalid entered information->Admin:Invalid entered information,Add course,EXTCLL,2,1,2,4
9,stl#Admin:Invalid entered information->Admin:Invalid entered information,Add course,INT,2,1,2,4
1,stl#Admin:Delete confirmation dialog->Admin:Delete confirmation dialog->Delete confirmation dialog:delete course->delete course:send email to attendees->send email to attendees:delete success message,Delete course,TRAN_NA,5,3,3.25,16.25
2,stl#Admin:Delete confirmation dialog->Admin:Delete confirmation dialog->Delete confirmation dialog:delete course->delete course:course,Delete course,TRAN_NA,4,1,3.6666666666666665,14.666666666666666
3,stl#Admin:delete success message->Admin:delete success message,Delete course,CTRL,2,1,3,6
4,stl#Admin:delete course button->Admin:delete course button->delete course button:show delete confirmation box->show delete confirmation box:Delete confirmation dialog->Delete confirmation dialog:delete course->delete course:send email to attendees->send email to attendees:delete success message,Delete course,TRAN_NA,7,4,3.3333333333333335,23.333333333333336
5,stl#Admin:delete course button->Admin:delete course button->delete course button:show delete confirmation box->show delete confirmation box:Delete confirmation dialog->Delete confirmation dialog:delete course->delete course:course,Delete course,TRAN_NA,6,2,3.6,21.6
1,stl#User:Login page->User:Login page->Login page:Redirect to home page->Redirect to home page:Home page,Login,TRAN_NA,4,3,4,16
2,stl#User:Login page->User:Login page->Login page:verify login information->verify login information:user,Login,CTRL,4,2,4.333333333333333,17.333333333333332
3,stl#User:Login page->User:Login page->Login page:verify login information->verify login information:update role->update role:cache,Login,CTRL,5,2,3.5,17.5
4,stl#User:Login page->User:Login page->Login page:verify login information->verify login information:update role->update role:Login success information,Login,CTRL,5,3,4.75,23.75
5,stl#User:Login page->User:Login page->Login page:verify login information->verify login information:Login invalid message,Login,CTRL,4,3,6,24
6,stl#User:Login invalid message->User:Login invalid message,Login,CTRL,2,1,6,12
7,stl#User:Login success information->User:Login success information,Login,CTRL,2,1,6,12
8,stl#User:course detail page->User:course detail page,Login,CTRL,2,0,1,2
9,stl#User:Home page->User:Home page,Login,CTRL,2,1,3,6
10,stl#User:Home page->User:Home page,Login,EXTCLL,2,1,3,6
11,stl#User:Home page->User:Home page,Login,INT,2,1,3,6
1,stl#Admin:Course management page->Admin:Course management page->Course management page:verify course information->verify course information:save course info->save course info:course,Modify course,CTRL,5,0,4.75,23.75
2,stl#Admin:Course management page->Admin:Course management page->Course management page:verify course information->verify course information:Invalid course information->Invalid course information:delete course->delete course:course,Modify course,TRAN_NA,6,0,4.2,25.200000000000003
3,stl#Admin:Course management page->Admin:Course management page->Course management page:verify course information->verify course information:Invalid course information->Invalid course information:delete course->delete course:Redirect to home page->Redirect to home page:home page,Modify course,TRAN_NA,7,2,4.166666666666667,29.166666666666668
4,stl#Admin:Course management page->Admin:Course management page->Course management page:Redirect to home page->Redirect to home page:home page,Modify course,TRAN_NA,4,2,3.6666666666666665,14.666666666666666
5,stl#Admin:home page->Admin:home page,Modify course,CTRL,2,1,5,10
6,stl#Admin:home page->Admin:home page,Modify course,EXTCLL,2,1,5,10
7,stl#Admin:home page->Admin:home page,Modify course,INT,2,1,5,10
8,stl#Admin:Invalid course information->Admin:Invalid course information->Invalid course information:delete course->delete course:course,Modify course,TRAN_NA,4,0,4.666666666666667,18.666666666666668
9,stl#Admin:Invalid course information->Admin:Invalid course information->Invalid course information:delete course->delete course:Redirect to home page->Redirect to home page:home page,Modify course,TRAN_NA,5,2,4.5,22.5
1,stl#EventBrite:bring up payment page->EventBrite:bring up payment page->bring up payment page:Payment page->Payment page:make payment,Register course,TRAN_NA,4,3,11,44
2,stl#EventBrite:receive payment result->EventBrite:receive payment result->receive payment result:Send out confirmation email->Send out confirmation email:registration success,Register course,TRAN_NA,4,3,8,32
3,stl#Attendee:Course detail page->Attendee:Course detail page->Course detail page:Redirect to home page->Redirect to home page:Home page,Register course,TRAN_NA,4,2,7.666666666666667,30.666666666666668
4,stl#Attendee:Course detail page->Attendee:Course detail page->Course detail page:setupPayment->setupPayment:course,Register course,TRAN_NA,4,1,4.333333333333333,17.333333333333332
5,stl#Attendee:registration success->Attendee:registration success,Register course,CTRL,2,1,2,4
6,stl#Attendee:registration success->Attendee:registration success,Register course,EXTCLL,2,1,2,4
7,stl#Attendee:registration success->Attendee:registration success,Register course,INT,2,1,2,4
8,stl#Attendee:Payment page->Attendee:Payment page->Payment page:make payment,Register course,TRAN_NA,3,2,11,33
9,stl#Attendee:Home page->Attendee:Home page,Register course,CTRL,2,1,11,22
10,stl#Attendee:Home page->Attendee:Home page,Register course,EXTCLL,2,1,11,22
11,stl#Attendee:Home page->Attendee:Home page,Register course,INT,2,1,11,22
1,stl#User:course information is no t valid message->User:course information is no t valid message,Request new course,CTRL,2,0,2,4
2,stl#User:course information is no t valid message->User:course information is no t valid message,Request new course,EXTCLL,2,0,2,4
3,stl#User:course information is no t valid message->User:course information is no t valid message,Request new course,INT,2,0,2,4
