id,element,useCase,type,component
1,User:file information input page,Save File,control,InstructionValidator
2,User:Save file button,Save File,control,savefile
3,User:File save success,Save File,control,savefile
4,validate filename:File save success,Save File,control,savefile
5,Save file button:popup file information save dialog,Save File,control,savefile
6,save file:file,Save File,control,savefile
7,file information input page:validate filename,Save File,control,InstructionValidator
8,popup file information save dialog:file information input page,Save File,control,InstructionValidator
9,validate filename:save file,Save File,control,savefile
10,stl#User:file information input page,Save File,Stimulus,undefined
11,stl#User:Save file button,Save File,Stimulus,undefined
12,stl#User:File save success,Save File,Stimulus,undefined
