id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Checkin information,entity,0,1,Onsite user checkin,Onsite user checkin,
2,Invalid checkin information,boundary,1,2,Onsite user checkin,Onsite user checkin,
3,save checkin information,control,1,2,Onsite user checkin,Onsite user checkin,
4,Rest cal for validating checkin information,control,2,1,Onsite user checkin,Onsite user checkin,
5,Neon CRM,actor,1,2,Onsite user checkin,Onsite user checkin,
6,checkin page,boundary,1,2,Onsite user checkin,Onsite user checkin,
7,display checkin page,control,1,1,Onsite user checkin,Onsite user checkin,
8,Checkin button,boundary,1,1,Onsite user checkin,Onsite user checkin,
9,User,actor,3,0,Onsite user checkin,Onsite user checkin,
