id,element,useCase,type,outboundDegree,inboundDegree
1,bookTickets,Use Case 4,0,undefined,undefined
2,1,Use Case 4,0,undefined,undefined
3,2,Use Case 4,0,undefined,undefined
4,3,Use Case 4,0,undefined,undefined
5,4,Use Case 4,0,undefined,undefined
6,5,Use Case 4,0,undefined,undefined
7,6,Use Case 4,0,undefined,undefined
8,7,Use Case 4,0,undefined,undefined
9,8,Use Case 4,0,undefined,undefined
10,9,Use Case 4,0,undefined,undefined
11,10,Use Case 4,0,undefined,undefined
12,11,Use Case 4,0,undefined,undefined
13,12,Use Case 4,0,undefined,undefined
14,stl#bookTickets,Use Case 4,0,undefined,undefined
15,stl#2,Use Case 4,0,undefined,undefined
