id,element,useCase,type,component
1,User:login page,Login,boundary,HomePageAdmin
2,User:failure login information,Login,control,linktodorniferegistrationsystemforgetpassword
3,User:specific index page,Login,boundary,HomePageAdmin
4,link to dornife registration system forget password:dornsife registration system,Login,control,linktodorniferegistrationsystemforgetpassword
5,checkuser's role in db:user session,Login,entity,MessageController
6,checkuser's role in db:redirect to specific index page,Login,boundary,HomePageAdmin
7,verify input username and password combination:checkuser's role in db,Login,boundary,adduserintodb
8,verify input username and password combination:failure login information,Login,control,linktodorniferegistrationsystemforgetpassword
9,login page:link to dornife registration system forget password,Login,control,linktodorniferegistrationsystemforgetpassword
10,login page:verify input username and password combination,Login,control,linktodorniferegistrationsystemforgetpassword
11,redirect to specific index page:specific index page,Login,boundary,HomePageAdmin
12,stl#User:login page,Login,Stimulus,undefined
13,stl#User:failure login information,Login,Stimulus,undefined
14,stl#User:specific index page,Login,Stimulus,undefined
