id,element,useCase,type,component
1,Supervisor:Add building/hub button,Add buildings/hubs to the datbase,control,Building
2,Supervisor:null input informaiton error,Add buildings/hubs to the datbase,control,ValidatesInput
3,Supervisor:Input invalid error,Add buildings/hubs to the datbase,control,ValidatesInput
4,Supervisor:Manage bildings/hubs/disasters page,Add buildings/hubs to the datbase,control,Disaster
5,Supervisor:Building/hub form page,Add buildings/hubs to the datbase,control,Building
6,Add building/hub button:Redirects to the add building/hub form page,Add buildings/hubs to the datbase,control,Building
7,Building/hub form page:System validates input,Add buildings/hubs to the datbase,control,ValidatesInput
8,Redirects to the add building/hub form page:Building/hub form page,Add buildings/hubs to the datbase,control,Building
9,Input invalid error:Validates input as being correct,Add buildings/hubs to the datbase,control,ValidatesInput
10,System validates input:Input invalid error,Add buildings/hubs to the datbase,control,ValidatesInput
11,Insert the new record into db:building/hubdb,Add buildings/hubs to the datbase,control,Building
12,System validates input:Insert the new record into db,Add buildings/hubs to the datbase,entity,Transport Coordinator
13,Redirects to the management buildings/hubs/disasters page:Manage bildings/hubs/disasters page,Add buildings/hubs to the datbase,control,Disaster
14,System updates record in the database:Redirects to the management buildings/hubs/disasters page,Add buildings/hubs to the datbase,boundary,EMT Building Assignment
15,System updates record in the database:building/hubdb,Add buildings/hubs to the datbase,control,Building
16,Validates input as being correct:System updates record in the database,Add buildings/hubs to the datbase,control,System Boundary
17,Validates input as being correct:null input informaiton error,Add buildings/hubs to the datbase,control,ValidatesInput
18,stl#Supervisor:Add building/hub button,Add buildings/hubs to the datbase,Stimulus,undefined
19,stl#Supervisor:null input informaiton error,Add buildings/hubs to the datbase,Stimulus,undefined
20,stl#Supervisor:Input invalid error,Add buildings/hubs to the datbase,Stimulus,undefined
21,stl#Supervisor:Manage bildings/hubs/disasters page,Add buildings/hubs to the datbase,Stimulus,undefined
22,stl#Supervisor:Building/hub form page,Add buildings/hubs to the datbase,Stimulus,undefined
