id,path,functional,transactional,path_length, boundary_num, control_num, entity_num, actor_num, utw, diagram,useCase
1,User->Civilian or veteran radio button->load first scenario->Scenario,EI,CTRL|DM|EI,4,1,1,1,1,1,Provide Information,Provide Information
2,User->Civilian or veteran radio button->load first scenario->display scenario->Scenario display,EQ,CTRL|INT,5,2,2,0,1,3,Provide Information,Provide Information
3,User->Scenario Page->Store the answer for the scenario->Thank you page,EQ,CTRL|INT,4,2,1,0,1,3,Take Scenario Quiz,Take Scenario Quiz
4,User->Scenario Page->Store the answer for the scenario->Check cookie expiration->Cookie,EI,CTRL|DM|EI,5,1,2,1,1,1,Take Scenario Quiz,Take Scenario Quiz
5,User->Scenario Page->Store the answer for the scenario->Check cookie expiration->Cookie Expiration Error,EQ,CTRL|INT,5,2,2,0,1,3,Take Scenario Quiz,Take Scenario Quiz
6,User->Scenario Page->Store the answer for the scenario->Scenario,EI,CTRL|DM|EI,4,1,1,1,1,1,Take Scenario Quiz,Take Scenario Quiz
7,User->Scenario Page->Store the answer for the scenario->Load next senario->Scenario,EI,CTRL|DM|EI,5,1,2,1,1,1,Take Scenario Quiz,Take Scenario Quiz
8,User->Scenario Page->store answers as cookie->calculate response statistics->answer statistics page,EQ,CTRL|INT,5,2,2,0,1,3,Take Team Scenario Quiz,Take Team Scenario Quiz
9,User->Scenario Page->store answers as cookie->Cookie,EI,CTRL|DM|EI,4,1,1,1,1,1,Take Team Scenario Quiz,Take Team Scenario Quiz
10,User->Logout Button->clear local cache->Cookie,EI,CTRL|DM|EI,4,1,1,1,1,1,Logout,Logout
11,User->Logout Button->clear local cache->front page,EQ,CTRL|INT,4,2,1,0,1,3,Logout,Logout
12,User->Page Selector->Load page to edit->page edit text field and update button,EQ,CTRL|INT,4,2,1,0,1,3,Edit Page on Website,Edit Page on Website
13,User->page edit text field and update button->Update page->Update error message,EQ,CTRL|INT,4,2,1,0,1,3,Edit Page on Website,Edit Page on Website
14,User->page edit text field and update button->Update page->Update message,EQ,CTRL|INT,4,2,1,0,1,3,Edit Page on Website,Edit Page on Website
15,User->page edit text field and update button->Update page->Page,EI,CTRL|DM|EI,4,1,1,1,1,1,Edit Page on Website,Edit Page on Website
16,Admin->Database button->show database info->List of tables with drop button,EQ,CTRL|INT,4,2,1,0,1,3,Clear submitted answer,Clear submitted answer
17,Admin->List of tables with drop button->drop tabl->Empty complete message,EQ,CTRL|INT,4,2,1,0,1,3,Clear submitted answer,Clear submitted answer
18,User->username and password interface->check login information->Error Message,EQ,CTRL|INT,4,2,1,0,1,3,Login,Login
19,User->username and password interface->check login information->user interface,EQ,CTRL|INT,4,2,1,0,1,3,Login,Login
20,User->username and password interface->check login information->admin interface,EQ,CTRL|INT,4,2,1,0,1,3,Login,Login
21,User->username and password interface->check login information->User Info,EI,CTRL|DM|EI,4,1,1,1,1,1,Login,Login
