NUM, UC, total_links, actor_num, boundary_num, control_num, entity_num, element_num, DM, INT, CTRL, EXTIVK, EXTCLL, TRAN_NA, NT, EI, EO, EQ, FUNC_NA, FN, average_degree,average_path_length,ArchDiff,PathNum
1,Provide Information,6,1,2,2,1,6,1,1,2,0,0,0,2,1,0,0,0,0,1,4.5,4.5,2
2,Take Scenario Quiz,12,1,3,3,2,9,2,3,5,0,0,0,5,3,0,0,0,0,1.3333333333333333,4.6,6.133333333333333,5
3,Take Team Scenario Quiz,8,1,2,3,2,8,1,1,2,0,0,0,2,1,0,0,0,0,1,4.5,4.5,2
4,Logout,5,1,2,1,1,5,1,1,2,0,0,0,2,1,0,0,0,0,1,4,4,2
5,Edit Page on Website,10,1,4,2,1,8,3,1,4,0,0,0,4,1,0,0,0,0,1.25,4,5,4
6,Clear submitted answer,7,1,3,2,0,6,2,0,2,0,0,0,2,0,0,0,0,0,1.1666666666666667,4,4.666666666666667,2
7,Login,9,1,4,1,1,7,3,1,4,0,0,0,4,1,0,0,0,0,1.2857142857142858,4,5.142857142857143,4
