id,element,useCase,type,component
1,User:user information page,activate user,control,Use information
2,User:"Use Management" button,activate user,boundary,User management
3,User:role validation failed message,activate user,boundary,validatetheentries
4,User:wrong action message,activate user,boundary,descriptionshouldnotbeblankmessage
5,User:status chage success message,activate user,boundary,descriptionshouldnotbeblankmessage
6,"Use Management" button:validate the role of user,activate user,boundary,validatetheentries
7,activate user status:user info,activate user,entity,User
8,activate user status:status chage success message,activate user,boundary,descriptionshouldnotbeblankmessage
9,check the status of user:activate user status,activate user,control,Activity
10,check the status of user:wrong action message,activate user,boundary,descriptionshouldnotbeblankmessage
11,user information page:check the status of user,activate user,entity,User
12,return to the user information page:user information page,activate user,control,Use information
13,validate the role of user:return to the user information page,activate user,control,Use information
14,validate the role of user:role validation failed message,activate user,boundary,validatetheentries
15,validate the role of user:user info,activate user,entity,User
16,stl#User:user information page,activate user,Stimulus,undefined
17,stl#User:"Use Management" button,activate user,Stimulus,undefined
18,stl#User:role validation failed message,activate user,Stimulus,undefined
19,stl#User:wrong action message,activate user,Stimulus,undefined
20,stl#User:status chage success message,activate user,Stimulus,undefined
