id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:Selects a task->User:Selects a task->Selects a task:Displays tasks details and assignee->Displays tasks details and assignee:Hompage,View Assigned Task,TRAN_NA,4,2,2.3333333333333335,3,9.333333333333334
2,stl#User:Hompage->User:Hompage,View Assigned Task,CTRL;EXTCLL;INT,2,0,3,1,6
3,stl#User:Chooses the option to view assign task->User:Chooses the option to view assign task->Chooses the option to view assign task:displays the view assign  tasks screen.->displays the view assign  tasks screen.:Displays tasks details and assignee->Displays tasks details and assignee:Hompage,View Assigned Task,CTRL;EXTCLL;INT,5,1,2.5,4,12.5
