id,element,useCase,type,component
1,Actor:Result,Delete uploaded photos,control,Result
2,Actor:Photo Collection,Delete uploaded photos,boundary,photolist
3,Actor:Confirm page,Delete uploaded photos,control,Adminpage
4,Actor:My photos screen,Delete uploaded photos,boundary,SignupScreen
5,Actor:view photo,Delete uploaded photos,boundary,photolist
6,Can't access server:My photos screen,Delete uploaded photos,boundary,SignupScreen
7,my upload:Can't access server,Delete uploaded photos,control,User
8,Confirm page:Confirmed delete,Delete uploaded photos,control,canceldeletion
9,Delete:Confirm page,Delete uploaded photos,control,Adminpage
10,User:Confirm page,Delete uploaded photos,control,Adminpage
11,Confirmed delete:my upload,Delete uploaded photos,boundary,myupload
12,view photo:Delete,Delete uploaded photos,control,canceldeletion
13,Delete finished:Result,Delete uploaded photos,control,Result
14,my upload:Delete finished,Delete uploaded photos,control,canceldeletion
15,My photos screen:Prepare photos,Delete uploaded photos,boundary,photolist
16,My photos screen:get my upload,Delete uploaded photos,boundary,myupload
17,User:My photos screen,Delete uploaded photos,boundary,SignupScreen
18,Photo Collection:Select a photo,Delete uploaded photos,boundary,photolist
19,User:Photo Collection,Delete uploaded photos,boundary,photolist
20,Prepare photos:Photo Collection,Delete uploaded photos,boundary,photolist
21,User:Result,Delete uploaded photos,control,Result
22,failed to delete:Result,Delete uploaded photos,control,Result
23,Select a photo:view photo,Delete uploaded photos,boundary,photolist
24,my upload:failed to delete,Delete uploaded photos,control,canceldeletion
25,my upload:get my upload,Delete uploaded photos,boundary,myupload
26,User:view photo,Delete uploaded photos,boundary,photolist
27,stl#Actor:Result,Delete uploaded photos,Stimulus,undefined
28,stl#Actor:Photo Collection,Delete uploaded photos,Stimulus,undefined
29,stl#Actor:Confirm page,Delete uploaded photos,Stimulus,undefined
30,stl#Actor:My photos screen,Delete uploaded photos,Stimulus,undefined
31,stl#Actor:view photo,Delete uploaded photos,Stimulus,undefined
32,stl#User:Confirm page,Delete uploaded photos,Stimulus,undefined
33,stl#User:My photos screen,Delete uploaded photos,Stimulus,undefined
34,stl#User:Photo Collection,Delete uploaded photos,Stimulus,undefined
35,stl#User:Result,Delete uploaded photos,Stimulus,undefined
36,stl#User:view photo,Delete uploaded photos,Stimulus,undefined
