NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add new courses,8,16,0,12,8,0,4,0,0,3,0,3,0,3,5,3,10,3.6363636363636362,7.333333333333333,3.6666666666666665,36.36363636363636,0,0,29,8,8,8,8,8,8,8,8.1184,12.7081,11.1679
2,Add new degreee requirement,8,16,0,12,12,0,0,0,0,3,0,3,0,3,5,3,10,6.363636363636363,7.333333333333333,1.6666666666666667,63.63636363636363,0,0,28,8,8,8,8,8,8,8,8.1184,24.137800000000002,17.5069
3,Delete Cources,8,16,0,12,9,0,3,0,0,3,0,3,0,3,5,3,10,3.8181818181818183,7.333333333333333,2.6666666666666665,38.18181818181819,0,0,26,8,8,8,8,8,8,8,8.1184,13.6448,12.013399999999999
4,Delete degress requirement,8,16,0,12,11,1,0,0,0,3,0,3,0,3,5,3,10,5.363636363636363,7.333333333333333,2.3333333333333335,53.63636363636363,0,0,28,8,8,8,8,8,8,8,8.1184,19.0883,12.9064
5,Log in,5,10,0,7,5,2,0,0,0,1,0,2,0,1,3,2,8,2.4545454545454546,5.5,1,19.636363636363637,0,0,18,5,5,5,5,5,5,5,5.074,5.37,5.8340000000000005
6,Log out,5,10,0,7,7,0,0,0,0,2,0,2,0,2,3,2,8,2.090909090909091,5.5,1.5,16.727272727272727,0,0,17,5,5,5,5,5,5,5,5.074,5.37,5.8340000000000005
7,Update attribute of already available courses,10,19,0,14,11,0,3,0,0,4,0,4,0,4,6,4,9,2.6538461538461537,6.5,1.5,23.884615384615383,0,0,35,10,10,10,10,10,10,10,10.147999999999998,11.9818,11.858
8,Update existing degree requirements,8,16,0,12,11,1,0,0,0,3,0,3,0,3,5,3,10,4.909090909090909,7.333333333333333,2,49.09090909090909,0,0,26,8,8,8,8,8,8,8,8.1184,17.0865,12.9064
9,add system user,10,16,0,12,5,1,6,0,0,2,0,2,0,2,8,2,24,4.578947368421052,19,7,109.89473684210526,0,0,43,10,10,10,10,10,10,10,10.147999999999998,30.0681,18.8865
10,delete system user,10,16,0,12,9,1,2,0,0,2,0,2,0,2,8,2,24,3.026315789473684,19,5,72.63157894736841,0,0,36,10,10,10,10,10,10,10,10.147999999999998,16.692,13.549000000000001
11,enter cosntrains and construct study plan,8,16,0,12,9,3,0,0,0,3,0,3,0,3,5,3,10,3.8181818181818183,7.333333333333333,5,38.18181818181819,0,0,31,8,8,8,8,8,8,8,8.1184,13.4789,12.060899999999998
12,update system user profile,8,16,0,12,9,1,2,0,0,3,0,3,0,3,5,3,10.666666666666666,3.4583333333333335,8,2.6666666666666665,36.888888888888886,0,0,30,8,8,8,8,8,8,8,8.1184,13.4789,11.262899999999998
