id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Compiling success message,boundary,0,2,Compile,Compile,
2,WinAVR,actor,0,1,Compile,Compile,
3,Compiling progress bar,boundary,0,2,Compile,Compile,
4,compile C/C++,control,3,1,Compile,Compile,
5,Build button,boundary,1,1,Compile,Compile,
6,User,actor,3,0,Compile,Compile,
