id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Check if in Hawaii or not,control,1,2,Render Intial Mode,Render Intial Mode,
2,Not In Hawaii Mode,boundary,1,1,Render Intial Mode,Render Intial Mode,
3,Get Location,control,0,2,Render Intial Mode,Render Intial Mode,
4,Location,entity,1,0,Render Intial Mode,Render Intial Mode,
5,In Hawaii Mode,boundary,1,1,Render Intial Mode,Render Intial Mode,
6,User,actor,2,0,Render Intial Mode,Render Intial Mode,
