id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
1,User:save user information success message,EQ,0,1,1,0,0,boundary
2,User:User add button-->User add button:display user add page-->display user add page:User add page-->User add page:send reset link by email-->send reset link by email:Email Protocol,EI,0,5,3,2,0,boundary->boundary->boundary->control->control
3,User:User add button-->User add button:display user add page-->display user add page:User add page-->User add page:save user information-->save user information:save user information success message,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
4,User:User add button-->User add button:display user add page-->display user add page:User add page-->User add page:save user information-->save user information:User info,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
5,User:User add page-->User add page:send reset link by email-->send reset link by email:Email Protocol,EI,0,3,1,2,0,boundary->control->control
6,User:User add page-->User add page:save user information-->save user information:save user information success message,EQ,0,3,3,0,0,boundary->boundary->boundary
7,User:User add page-->User add page:save user information-->save user information:User info,EQ,0,3,3,0,0,boundary->boundary->boundary
8,User:User info page-->User info page:Delete user info-->Delete user info:User info,EQ,1,3,3,0,0,boundary->boundary->boundary
9,User:User info page-->User info page:Delete user info-->Delete user info:Delete user info success,EQ,0,3,3,0,0,boundary->boundary->boundary
10,User:User List-->User List:query user info-->query user info:User info page-->User info page:Delete user info-->Delete user info:User info,EQ,1,5,5,0,0,boundary->boundary->boundary->boundary->boundary
11,User:User List-->User List:query user info-->query user info:User info page-->User info page:Delete user info-->Delete user info:Delete user info success,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
12,User:User List-->User List:query user info-->query user info:User info,EQ,1,3,3,0,0,boundary->boundary->boundary
13,User:Delete user info success,EQ,0,1,1,0,0,boundary
14,Staff:Attendance page-->Attendance page:display type of attendance for export-->display type of attendance for export:attendance,EQ,2,3,0,3,0,control->control->control
15,Staff:Attendance page-->Attendance page:display type of attendance for export-->display type of attendance for export:Types of attendance-->Types of attendance:export data to csv file-->export data to csv file:Select file location to save-->Select file location to save:csv files,EQ,2,6,0,6,0,control->control->control->control->control->control
16,Staff:Attendance page-->Attendance page:display type of attendance for export-->display type of attendance for export:Types of attendance-->Types of attendance:export data to csv file-->export data to csv file:Select file location to save-->Select file location to save:Data export success message,EQ,2,6,0,6,0,control->control->control->control->control->control
17,Staff:Types of attendance-->Types of attendance:export data to csv file-->export data to csv file:Select file location to save-->Select file location to save:csv files,EQ,0,4,0,4,0,control->control->control->control
18,Staff:Types of attendance-->Types of attendance:export data to csv file-->export data to csv file:Select file location to save-->Select file location to save:Data export success message,EQ,0,4,0,4,0,control->control->control->control
19,Staff:Data export success message,EQ,0,1,0,1,0,control
20,Admin:Select attendance button-->Select attendance button:Display attendance page-->Display attendance page:attendance,EQ,3,3,0,3,0,control->control->control
21,Admin:Select attendance button-->Select attendance button:Display attendance page-->Display attendance page:Attendance page-->Attendance page:display type of attendance for export-->display type of attendance for export:attendance,EQ,5,5,0,5,0,control->control->control->control->control
22,Admin:Select attendance button-->Select attendance button:Display attendance page-->Display attendance page:Attendance page-->Attendance page:display type of attendance for export-->display type of attendance for export:Types of attendance-->Types of attendance:export data to csv file-->export data to csv file:Select file location to save-->Select file location to save:csv files,EQ,5,8,0,8,0,control->control->control->control->control->control->control->control
23,Admin:Select attendance button-->Select attendance button:Display attendance page-->Display attendance page:Attendance page-->Attendance page:display type of attendance for export-->display type of attendance for export:Types of attendance-->Types of attendance:export data to csv file-->export data to csv file:Select file location to save-->Select file location to save:Data export success message,EQ,5,8,0,8,0,control->control->control->control->control->control->control->control
24,Admin:Data export success message,EQ,0,1,0,1,0,control
25,Admin:Attendance page-->Attendance page:display type of attendance for export-->display type of attendance for export:attendance,EQ,2,3,0,3,0,control->control->control
26,Admin:Attendance page-->Attendance page:display type of attendance for export-->display type of attendance for export:Types of attendance-->Types of attendance:export data to csv file-->export data to csv file:Select file location to save-->Select file location to save:csv files,EQ,2,6,0,6,0,control->control->control->control->control->control
27,Admin:Attendance page-->Attendance page:display type of attendance for export-->display type of attendance for export:Types of attendance-->Types of attendance:export data to csv file-->export data to csv file:Select file location to save-->Select file location to save:Data export success message,EQ,2,6,0,6,0,control->control->control->control->control->control
28,Admin:Types of attendance-->Types of attendance:export data to csv file-->export data to csv file:Select file location to save-->Select file location to save:csv files,EQ,0,4,0,4,0,control->control->control->control
29,Admin:Types of attendance-->Types of attendance:export data to csv file-->export data to csv file:Select file location to save-->Select file location to save:Data export success message,EQ,0,4,0,4,0,control->control->control->control
30,User:forget password button-->forget password button:display forgot password page-->display forgot password page:forgot password page-->forgot password page:send reset link by email-->send reset link by email:Email Protocol,EI,1,5,3,2,0,boundary->boundary->boundary->control->control
31,User:forget password button-->forget password button:display forgot password page-->display forgot password page:forgot password page-->forgot password page:reset password-->reset password:password reset success message,EQ,1,5,5,0,0,boundary->boundary->boundary->boundary->boundary
32,User:forget password button-->forget password button:display forgot password page-->display forgot password page:forgot password page-->forgot password page:reset password-->reset password:Login Info,EI,2,5,4,1,0,boundary->boundary->boundary->boundary->control
33,User:forgot password page-->forgot password page:send reset link by email-->send reset link by email:Email Protocol,EI,0,3,1,2,0,boundary->control->control
34,User:forgot password page-->forgot password page:reset password-->reset password:password reset success message,EQ,0,3,3,0,0,boundary->boundary->boundary
35,User:forgot password page-->forgot password page:reset password-->reset password:Login Info,EI,1,3,2,1,0,boundary->boundary->control
36,User:Logout Button-->Logout Button:Remove session-->Remove session:session,EQ,0,3,3,0,0,boundary->boundary->boundary
37,User:password reset success message,EQ,0,1,1,0,0,boundary
