NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add users,7,13,0,3,2,1,0,0,0,1,0,1,0,1,6,1,32,4.24,25,0,135.68,8,0,20,7,7,5,5.61,15.389999999999999,0,0,7.1036,15.407599999999999,10.0486
2,Delete users,6,12,0,2,2,0,0,0,0,1,0,1,0,1,5,1,26,5.8,20,3,150.79999999999998,0,0,24,6,6,6,6.6000000000000005,13.4,0,0,6.0888,19.3264,11.4793
3,Export attendance,16,24,0,2,0,2,0,0,0,0,0,16,0,0,0,16,5.5,12.180555555555555,4.5,1.875,66.99305555555556,0,0,70,16,16,16,0,0,0,0,16.236799999999995,90.78820000000002,55.63030000000002
4,Forgets password,8,17,0,5,3,2,0,0,0,1,0,1,0,1,7,1,36,6.107142857142857,28,5,219.85714285714283,16,0,16,8,8,4,3.96,18.040000000000003,0,0,8.1184,27.9276,16.6614
5,Import data from csv,16,21,0,4,1,3,0,0,0,4,0,9,0,4,7,9,9.555555555555555,5.771428571428571,7.777777777777778,1.8888888888888888,55.149206349206345,16,15,36,16,13,12,5.3100000000000005,8.69,0,0,16.236799999999995,75.3242,44.61780000000001
6,Login/Logout,6,14,0,3,2,1,0,0,0,2,0,5,0,2,1,5,4,4.428571428571429,2.8,1.4,17.714285714285715,0,5,20,6,5,6,2.3200000000000003,2.68,0,0,6.0888,9.4575,7.238299999999999
7,Manage teams/volunteers/girls,26,30,0,5,2,3,0,0,0,2,0,3,0,2,23,3,49.666666666666664,8.138211382113822,41,15,404.1978319783198,28,0,76,26,26,19,23.429999999999996,61.57,0,0,26.384800000000006,135.8971,87.1918
8,Modify user information,9,15,0,3,2,1,0,0,0,6,0,9,0,6,0,9,4.222222222222222,6.758620689655173,3.2222222222222223,1.7777777777777777,28.536398467432953,0,20,20,9,5,9,4.66,1.34,0,0,9.133199999999999,34.7742,19.4242
9,Monitor attendance,9,15,0,3,2,1,0,0,0,2,0,5,0,2,4,5,7.6,7.172413793103448,5.8,1.2,54.5103448275862,12,5,20,9,8,6,1.9900000000000002,5.01,0,0,9.133199999999999,34.242999999999995,20.2697
10,Record attendance,9,16,0,2,0,2,0,0,0,0,0,9,0,0,0,9,4.666666666666667,8.090909090909092,3.6666666666666665,2.111111111111111,37.757575757575765,0,0,36,9,9,9,0,0,0,0,9.133199999999999,43.7426,26.4117
