id,element,useCase,type,outboundDegree,inboundDegree
1,Traveler:Trip plan selection page,Manage subscription,0,undefined,undefined
2,DeleteTripPlan:Trip plan selection page,Manage subscription,0,undefined,undefined
3,Trip plan selection page:DeleteTripPlan,Manage subscription,0,undefined,undefined
4,NavigateTripCalendar:Empty list prompting box,Manage subscription,0,undefined,undefined
5,Place Controller:Empty list prompting box,Manage subscription,0,undefined,undefined
6,Error controller:Error prompting box,Manage subscription,0,undefined,undefined
7,Place Controller:Error controller,Manage subscription,0,undefined,undefined
8,NavigateAnnotation:Error prompting box,Manage subscription,0,undefined,undefined
9,NavigateFindorAddPlaces:Find or Add Places Page,Manage subscription,0,undefined,undefined
10,NavigateManageSubscription:Manage subscriptions page,Manage subscription,0,undefined,undefined
11,Place list page:NavigateAnnotation,Manage subscription,0,undefined,undefined
12,Place list page:NavigateFindorAddPlaces,Manage subscription,0,undefined,undefined
13,Place list page:NavigateManageSubscription,Manage subscription,0,undefined,undefined
14,NavigateShareTripPlan:Share trip plan page,Manage subscription,0,undefined,undefined
15,Place list page:NavigateShareTripPlan,Manage subscription,0,undefined,undefined
16,Place list page:NavigateTripCalendar,Manage subscription,0,undefined,undefined
17,Navigation Delete Places:Place list page,Manage subscription,0,undefined,undefined
18,Place list page:Navigation Delete Places,Manage subscription,0,undefined,undefined
19,Place Controller:Place,Manage subscription,0,undefined,undefined
20,Place Controller:Place list page,Manage subscription,0,undefined,undefined
21,Trip plan selection page:Place Controller,Manage subscription,0,undefined,undefined
22,stl#Traveler:Trip plan selection page,Manage subscription,0,undefined,undefined
