id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,User,undefined,undefined,undefined,undefined,undefined,undefined
2,specificdocumentrecord,undefined,undefined,undefined,undefined,undefined,undefined
3,validationfailedmessage,undefined,undefined,undefined,undefined,undefined,undefined
4,filedownloadinterface,undefined,undefined,undefined,undefined,undefined,undefined
5,insertthenewusernameandpasswordintotheuserdb,undefined,undefined,undefined,undefined,undefined,undefined
6,addvewbutton,undefined,undefined,undefined,undefined,undefined,undefined
7,loginpage,undefined,undefined,undefined,undefined,undefined,undefined
