id,element,useCase,type,component
1,User:Send students detail,view registered students,control,student data
2,User:Homepage,view registered students,boundary,Displaymessagepage
3,User:Course reigister page,view registered students,boundary,pair course
4,Course reigister page:Section conflicts page,view registered students,control,course section
5,Display page:Homepage,view registered students,boundary,Displaymessagepage
6,Send students detail:Display page,view registered students,boundary,Displaymessagepage
7,Request student detail data:Display page,view registered students,boundary,Displaymessagepage
8,Section conflicts page:Request student detail data,view registered students,control,student data
9,stl#User:Send students detail,view registered students,Stimulus,undefined
10,stl#User:Homepage,view registered students,Stimulus,undefined
11,stl#User:Course reigister page,view registered students,Stimulus,undefined
