id,element,useCase,type,component
1,administrator:same school and name message,modify a shcool name,control,Association Management
2,administrator:school list page,modify a shcool name,entity,schoolinformaiton
3,administrator:success message,modify a shcool name,control,Survey Management
4,display error message for same name and address:same school and name message,modify a shcool name,control,Association Management
5,retrieve school information from db:display error message for same name and address,modify a shcool name,control,Association Management
6,retrieve school information from db:school informaiton,modify a shcool name,entity,schoolinformaiton
7,retrieve school information from db:update the school and address,modify a shcool name,entity,schoolinformaiton
8,school list page:retrieve school information from db,modify a shcool name,entity,schoolinformaiton
9,update the school and address:school informaiton,modify a shcool name,entity,schoolinformaiton
10,update the school and address:success message,modify a shcool name,control,Survey Management
11,stl#administrator:same school and name message,modify a shcool name,Stimulus,undefined
12,stl#administrator:school list page,modify a shcool name,Stimulus,undefined
13,stl#administrator:success message,modify a shcool name,Stimulus,undefined
