id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,Genealogy,0,0,58,0,0,0
2,Image Gallery Page,0,0,0,0,0,0
3,Interactive Text,0,0,0,0,0,0
4,Statistics,0,0,0,0,0,0
5,Time Based Media(TBM),0,0,0,0,0,0
6,Village Map Page,0,0,0,0,0,0
7,Yanomamo HomePage,0,0,58,0,0,0
8,$help://usecasediagram.htm,0,0,0,0,0,0
9,$help://actor.htm,0,0,0,0,0,0
10,$help://use_case_model_pattern.htm,0,0,0,0,0,0
11,System Boundary,0,0,0,0,0,0
12,Student,0,0,0,0,0,0
13,videoframe,0,0,0,0,0,0
