NUM, UC, total_links, actor_num, boundary_num, control_num, entity_num, element_num, DM, INT, CTRL, EXTIVK, EXTCLL, TRAN_NA, NT, EI, EO, EQ, FUNC_NA, FN, average_degree,average_path_length,ArchDiff,PathNum
1,Search Business,14,1,4,4,1,10,4,2,6,0,0,0,6,2,0,0,0,0,1.4,4,5.6,6
2,Add a new business,18,2,5,5,1,13,2,3,5,0,0,2,5,3,0,0,0,0,1.3846153846153846,4,5.538461538461538,7
3,Business Owner Registration,18,2,5,5,1,13,3,4,7,0,0,0,7,4,0,0,0,0,1.3846153846153846,4,5.538461538461538,7
4,Business Claim,19,2,5,6,1,14,3,5,8,0,0,0,8,5,0,0,0,0,1.3571428571428572,4.125,5.598214285714286,8
5,Travel Tipping Guides,8,2,2,3,1,8,1,1,3,1,0,0,3,1,0,0,0,0,1,4.333333333333333,4.333333333333333,3
6,Use Tip Calculator,5,1,2,2,0,5,1,0,1,0,0,0,1,0,0,0,0,0,1,4,4,1
7,Submit questions and responses,23,3,5,7,3,18,5,9,14,0,0,0,14,9,0,0,0,0,1.2777777777777777,4.285714285714286,5.476190476190475,14
8,User comments and moderation,21,2,5,7,2,16,3,6,9,0,0,0,9,6,0,0,0,0,1.3125,4.333333333333333,5.6875,9
