id,path,functional,transactional,path_length, boundary_num, control_num, entity_num, actor_num, utw, diagram,useCase
34,User->question form->save questions->questions,EI,CTRL|DM|EI,4,1,1,1,1,2,Submit questions and responses,Submit questions and responses
35,Client->load questions button->load questions->create a response button,EQ,CTRL|INT,4,2,1,0,1,5,Submit questions and responses,Submit questions and responses
36,Client->load questions button->load questions->questions,EI,CTRL|DM|EI,4,1,1,1,1,2,Submit questions and responses,Submit questions and responses
37,Client->create a response button->check if the question is already answered->display create a response page->create a response page,EQ,CTRL|INT,5,2,2,0,1,7,Submit questions and responses,Submit questions and responses
38,Client->create a response button->check if the question is already answered->Send notification->notification,EI,CTRL|DM|EI,5,1,2,1,1,2,Submit questions and responses,Submit questions and responses
39,Client->create a response button->check if the question is already answered->response,EI,CTRL|DM|EI,4,1,1,1,1,2,Submit questions and responses,Submit questions and responses
40,Client->create a response page->save the response to db->response,EI,CTRL|DM|EI,4,1,1,1,1,2,Submit questions and responses,Submit questions and responses
41,Admin->load questions button->load questions->create a response button,EQ,CTRL|INT,4,2,1,0,1,5,Submit questions and responses,Submit questions and responses
42,Admin->load questions button->load questions->questions,EI,CTRL|DM|EI,4,1,1,1,1,2,Submit questions and responses,Submit questions and responses
43,Admin->create a response page->save the response to db->response,EI,CTRL|DM|EI,4,1,1,1,1,2,Submit questions and responses,Submit questions and responses
44,Admin->create a response button->check if the question is already answered->display create a response page->create a response page,EQ,CTRL|INT,5,2,2,0,1,7,Submit questions and responses,Submit questions and responses
45,Admin->create a response button->check if the question is already answered->Send notification->notification,EI,CTRL|DM|EI,5,1,2,1,1,2,Submit questions and responses,Submit questions and responses
46,Admin->create a response button->check if the question is already answered->response,EI,CTRL|DM|EI,4,1,1,1,1,2,Submit questions and responses,Submit questions and responses
47,User->comment section button->display comment section->query business information->comment panel,EQ,CTRL|INT,5,2,2,0,1,5,User comments and moderation,User comments and moderation
48,User->comment section button->display comment section->query business information->business information,EI,CTRL|DM|EI,5,1,2,1,1,1,User comments and moderation,User comments and moderation
49,User->comment panel->save comment to db->comment,EI,CTRL|DM|EI,4,1,1,1,1,4,User comments and moderation,User comments and moderation
50,Admin->comment detail->save approval status of comment->comment,EI,CTRL|DM|EI,4,1,1,1,1,4,User comments and moderation,User comments and moderation
51,Admin->comment detail->save approval status of comment->remove comment->comment,EI,CTRL|DM|EI,5,1,2,1,1,4,User comments and moderation,User comments and moderation
52,Admin->load comment button->load comments->comment list,EQ,CTRL|INT,4,2,1,0,1,4,User comments and moderation,User comments and moderation
53,Admin->load comment button->load comments->comment,EI,CTRL|DM|EI,4,1,1,1,1,4,User comments and moderation,User comments and moderation
54,Admin->comment list->display comment detail->comment,EI,CTRL|DM|EI,4,1,1,1,1,4,User comments and moderation,User comments and moderation
55,Admin->comment list->display comment detail->comment detail,EQ,CTRL|INT,4,2,1,0,1,5,User comments and moderation,User comments and moderation
