id, element_name, attribute_num,operation_num
EAID_D3ED771C_3FCE_42ee_BF5D_2D5185371CCB,Domain Model,0,0,0
EAID_BE6D3C55_6648_4421_8AC4_19D13D440F73,Domain Objects,0,0,9
