id,element,useCase,type,component
1,guests:save info success message,Design invitation card,boundary,successmessage
2,guests:invitation design page,Design invitation card,entity,invitationlink
3,guests:selects invitation background page,Design invitation card,entity,invitationlink
4,guests:save design detail into db success message,Design invitation card,boundary,successmessage
5,Save all poisitions and cotnent:Positions and content info,Design invitation card,boundary,UserSpecificContent
6,Save all poisitions and cotnent:save design detail into db success message,Design invitation card,boundary,successmessage
7,invitation design page:Save all poisitions and cotnent,Design invitation card,boundary,Event
8,save background into db:background info,Design invitation card,entity,Groom
9,redirect to invitation design page:invitation design page,Design invitation card,entity,invitationlink
10,save background into db:redirect to invitation design page,Design invitation card,entity,invitationlink
11,save background into db:save info success message,Design invitation card,boundary,successmessage
12,selects invitation background page:save background into db,Design invitation card,control,System Boundary
13,stl#guests:save info success message,Design invitation card,Stimulus,undefined
14,stl#guests:invitation design page,Design invitation card,Stimulus,undefined
15,stl#guests:selects invitation background page,Design invitation card,Stimulus,undefined
16,stl#guests:save design detail into db success message,Design invitation card,Stimulus,undefined
