id,element,useCase,type,outboundDegree,inboundDegree
1,Administrator:Suspend failed page,Delete Partner Account,0,undefined,undefined
2,Administrator:Partner Biling Status Page,Delete Partner Account,0,undefined,undefined
3,Delete Partner Account:Display popup error message,Delete Partner Account,0,undefined,undefined
4,Delete confirmation page:Delete Partner Account,Delete Partner Account,0,undefined,undefined
5,Display partner biling status page:Delete confirmation page,Delete Partner Account,0,undefined,undefined
6,Display delete confirmation page:Delete confirmation page,Delete Partner Account,0,undefined,undefined
7,Display delete confirmation page:Suspend failed page,Delete Partner Account,0,undefined,undefined
8,Display delete confirmation page:Display popup error message,Delete Partner Account,0,undefined,undefined
9,Partner Biling Status Page:Display delete confirmation page,Delete Partner Account,0,undefined,undefined
10,Display partner biling status page:Partner Info,Delete Partner Account,0,undefined,undefined
11,Partner Biling Status Page:Display partner biling status page,Delete Partner Account,0,undefined,undefined
12,Display popup error message:Error message popup,Delete Partner Account,0,undefined,undefined
13,Partner Biling Status Page:display partner list,Delete Partner Account,0,undefined,undefined
14,Suspend Account:Partner Biling Status Page,Delete Partner Account,0,undefined,undefined
15,display partner list:Partner List,Delete Partner Account,0,undefined,undefined
16,stl#Administrator:Suspend failed page,Delete Partner Account,0,undefined,undefined
17,stl#Administrator:Partner Biling Status Page,Delete Partner Account,0,undefined,undefined
