id,element,attributeNum,operationNum,instanceVarNum,externalOperNum,parameterNum,weightedOperNum,numberOfDerivedClasses,numberOfChildren,numberOfClassesInherited,depthInheritanceTree,numberOfDerivingClasses,isTopLevelClass,numberOfClassesInheritedFrom,numberOfInheritanceRelationships,numberOfAssociatedClasses,numberOfAssociatingClasses,numberOfAssociationRelationships,numberOfUsedClasses,numberOfUsingClasses,numberOfUsageRelationships,couplingBetweenObjects
1,Asset Development Information,2,1,2,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
2,Budget Report,5,3,5,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
3,Cash Flow Report,4,2,4,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
4,Inverstment Information,2,3,2,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
5,Revenue assumptions,1,2,1,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
6,XL2 Model,1,3,1,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
7,Controller class,0,3,0,3,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
8,GUI class,0,5,0,5,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
9,Report generator class,0,3,0,3,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
10,Interaction,0,2,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
11,opensthealreadyexistingfileandupdatesit,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
