id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
17,administrator:shcool list-->shcool list:display path list-->display path list:survey list,EQ,0,3,3,0,0,boundary->boundary->boundary
18,administrator:shcool list-->shcool list:display path list-->display path list:path list,EQ,1,3,3,0,0,boundary->boundary->boundary
19,administrator:shcool list-->shcool list:display path list-->display path list:display survey list and question list-->display survey list and question list:survey list,EQ,2,4,4,0,0,boundary->boundary->boundary->boundary
20,administrator:question category list-->question category list:display a quesiton list of selected question type-->display a quesiton list of selected question type:question list,EQ,0,3,3,0,0,boundary->boundary->boundary
21,administrator:question category list-->question category list:display a quesiton list of selected question type-->display a quesiton list of selected question type:display question list-->display question list:question list,EQ,0,4,4,0,0,boundary->boundary->boundary->boundary
22,administrator:question category list-->question category list:display a quesiton list of selected question type-->display a quesiton list of selected question type:display question list-->display question list:display question-->display question:question list,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
23,administrator:question category list-->question category list:display a quesiton list of selected question type-->display a quesiton list of selected question type:display question list-->display question list:display question-->display question:question,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
24,administrator:question category list-->question category list:display a quesiton list of selected question type-->display a quesiton list of selected question type:display question list-->display question list:answer,EI,1,4,3,0,1,boundary->boundary->boundary->entity
25,administrator:question,EQ,0,1,1,0,0,boundary
26,administrator:question list,EQ,0,1,1,0,0,boundary
27,administrator:school list page-->school list page:retrieve school information from db-->retrieve school information from db:school informaiton,EQ,0,3,0,3,0,control->control->control
28,administrator:school list page-->school list page:retrieve school information from db-->retrieve school information from db:insert the school and address-->insert the school and address:success message,EO,0,4,1,3,0,control->control->control->boundary
29,administrator:school list page-->school list page:retrieve school information from db-->retrieve school information from db:insert the school and address-->insert the school and address:school informaiton,EQ,0,4,0,4,0,control->control->control->control
30,administrator:school list page-->school list page:retrieve school information from db-->retrieve school information from db:display error message for same name and address-->display error message for same name and address:same school and name message,EO,0,4,2,2,0,control->control->boundary->boundary
31,administrator:same school and name message,EQ,0,1,1,0,0,boundary
32,administrator:success message,EQ,0,1,1,0,0,boundary
33,administrator:map of selected paths-->map of selected paths:display comment box over map-->display comment box over map:question list,EO,1,3,1,1,1,entity->control->boundary
34,administrator:map of selected paths-->map of selected paths:display comment box over map-->display comment box over map:comment text over map-->comment text over map:insert the comment-->insert the comment:insert success,EO,1,5,1,3,1,entity->control->control->control->boundary
35,administrator:map of selected paths-->map of selected paths:display comment box over map-->display comment box over map:comment text over map-->comment text over map:insert the comment-->insert the comment:error message for over 500 characters,EO,1,5,1,3,1,entity->control->control->control->boundary
36,administrator:map of selected paths-->map of selected paths:display comment box over map-->display comment box over map:comment text over map-->comment text over map:insert the comment-->insert the comment:display question-->display question:insert success,EO,2,6,2,3,1,entity->control->control->control->boundary->boundary
37,administrator:map of selected paths-->map of selected paths:display comment box over map-->display comment box over map:comment text over map-->comment text over map:insert the comment-->insert the comment:display question-->display question:question list,EO,2,6,2,3,1,entity->control->control->control->boundary->boundary
38,administrator:map of selected paths-->map of selected paths:display comment box over map-->display comment box over map:comment text over map-->comment text over map:insert the comment-->insert the comment:comment,EO,2,5,0,4,1,entity->control->control->control->control
39,administrator:error message for over 500 characters,EQ,0,1,1,0,0,boundary
40,administrator:insert success,EQ,0,1,1,0,0,boundary
41,administrator:map view-->map view:drap starting point and type path name-->drap starting point and type path name:save path and location information-->save path and location information:path and location information,EI,1,4,1,3,0,boundary->control->control->control
42,administrator:map view-->map view:drap starting point and type path name-->drap starting point and type path name:success message,EQ,2,3,2,1,0,boundary->control->boundary
43,administrator:school list page-->school list page:pin the location in map-->pin the location in map:map view-->map view:drap starting point and type path name-->drap starting point and type path name:save path and location information-->save path and location information:path and location information,EQ,1,6,2,4,0,boundary->control->boundary->control->control->control
44,administrator:school list page-->school list page:pin the location in map-->pin the location in map:map view-->map view:drap starting point and type path name-->drap starting point and type path name:success message,EQ,2,5,3,2,0,boundary->control->boundary->control->boundary
45,administrator:category button,EQ,0,1,0,0,1,entity
46,administrator:question list-->question list:update the answer  in the temporary storage file-->update the answer  in the temporary storage file:temporary storage file,EI,1,3,1,0,2,boundary->entity->entity
47,administrator:question list-->question list:update the answer  in the temporary storage file-->update the answer  in the temporary storage file:display next question-->display next question:question list-->question list:update the answer  in the temporary storage file,EQ,1,5,3,0,2,boundary->entity->boundary->boundary->entity
48,administrator:question list-->question list:update the answer  in the temporary storage file-->update the answer  in the temporary storage file:display next question-->display next question:display a comment question-->display a comment question:display tally question-->display tally question:question list-->question list:update the answer  in the temporary storage file,EQ,1,7,5,0,2,boundary->entity->boundary->boundary->boundary->boundary->entity
49,administrator:question list-->question list:update the answer  in the temporary storage file-->update the answer  in the temporary storage file:display next question-->display next question:display a comment question-->display a comment question:display tally question-->display tally question:display a function menu-->display a function menu:execute featurena and display categories-->execute featurena and display categories:quetion category list,EQ,2,8,6,0,2,boundary->entity->boundary->boundary->boundary->boundary->entity->boundary
50,administrator:question list-->question list:update the answer  in the temporary storage file-->update the answer  in the temporary storage file:display next question-->display next question:display a comment question-->display a comment question:display tally question-->display tally question:display a function menu-->display a function menu:execute featurena and display categories-->execute featurena and display categories:category button,EQ,2,8,5,0,3,boundary->entity->boundary->boundary->boundary->boundary->entity->entity
51,administrator:question list-->question list:update the answer  in the temporary storage file-->update the answer  in the temporary storage file:display next question-->display next question:display a comment question-->display a comment question:display tally question-->display tally question:display a function menu-->display a function menu:question list-->question list:update the answer  in the temporary storage file,EQ,1,8,6,0,2,boundary->entity->boundary->boundary->boundary->boundary->boundary->entity
52,administrator:question list-->question list:update the answer  in the temporary storage file-->update the answer  in the temporary storage file:display next question-->display next question:display a comment question-->display a comment question:question list-->question list:update the answer  in the temporary storage file,EQ,1,6,4,0,2,boundary->entity->boundary->boundary->boundary->entity
53,administrator:question list-->question list:update the answer  in the temporary storage file-->update the answer  in the temporary storage file:display next question-->display next question:answer,EQ,2,4,2,0,2,boundary->entity->boundary->entity
54,administrator:quetion category list,EQ,0,1,1,0,0,boundary
55,administrator:school list amd survey list page-->school list amd survey list page:load path list from the database-->load path list from the database:path list-->path list:check if association between path and survey in db-->check if association between path and survey in db:insert an association into db-->insert an association into db:success message,EQ,2,6,3,0,3,boundary->entity->boundary->entity->entity->boundary
56,administrator:school list amd survey list page-->school list amd survey list page:load path list from the database-->load path list from the database:path list-->path list:check if association between path and survey in db-->check if association between path and survey in db:insert an association into db-->insert an association into db:path and location information,EQ,2,6,2,0,4,boundary->entity->boundary->entity->entity->entity
57,administrator:school list amd survey list page-->school list amd survey list page:load path list from the database-->load path list from the database:path list-->path list:check if association between path and survey in db-->check if association between path and survey in db:path and location information,EQ,2,5,2,0,3,boundary->entity->boundary->entity->entity
58,administrator:school list amd survey list page-->school list amd survey list page:load path list from the database-->load path list from the database:path db,EI,1,3,1,0,2,boundary->entity->entity
59,administrator:path list-->path list:check if association between path and survey in db-->check if association between path and survey in db:insert an association into db-->insert an association into db:success message,EQ,1,4,2,0,2,boundary->entity->entity->boundary
60,administrator:path list-->path list:check if association between path and survey in db-->check if association between path and survey in db:insert an association into db-->insert an association into db:path and location information,EI,1,4,1,0,3,boundary->entity->entity->entity
61,administrator:path list-->path list:check if association between path and survey in db-->check if association between path and survey in db:path and location information,EI,1,3,1,0,2,boundary->entity->entity
62,administrator:no answer under path message,EQ,0,1,1,0,0,boundary
63,administrator:path list-->path list:check related answers under paths-->check related answers under paths:path and location information,EI,1,3,1,0,2,boundary->entity->entity
64,administrator:path list-->path list:check related answers under paths-->check related answers under paths:school informaiton,EI,1,3,1,0,2,boundary->entity->entity
65,administrator:path list-->path list:check related answers under paths-->check related answers under paths:prompt confirmation page-->prompt confirmation page:confirmation page-->confirmation page:delete the path and answers-->delete the path and answers:success message,EQ,2,6,2,0,4,boundary->entity->entity->entity->entity->boundary
66,administrator:path list-->path list:check related answers under paths-->check related answers under paths:prompt confirmation page-->prompt confirmation page:confirmation page-->confirmation page:delete the path and answers-->delete the path and answers:no answer under path message,EQ,2,6,2,0,4,boundary->entity->entity->entity->entity->boundary
67,administrator:path list-->path list:check related answers under paths-->check related answers under paths:prompt confirmation page-->prompt confirmation page:confirmation page-->confirmation page:delete the path and answers-->delete the path and answers:path and location information,EI,2,6,1,0,5,boundary->entity->entity->entity->entity->entity
68,administrator:confirmation page-->confirmation page:delete the path and answers-->delete the path and answers:success message,EO,1,3,1,0,2,entity->entity->boundary
69,administrator:confirmation page-->confirmation page:delete the path and answers-->delete the path and answers:no answer under path message,EO,1,3,1,0,2,entity->entity->boundary
70,administrator:confirmation page-->confirmation page:delete the path and answers-->delete the path and answers:path and location information,EQ,1,3,0,0,3,entity->entity->entity
71,administrator:school list page-->school list page:load path list form db-->load path list form db:path list-->path list:check related answers under paths-->check related answers under paths:path and location information,EI,1,5,3,0,2,boundary->boundary->boundary->entity->entity
72,administrator:school list page-->school list page:load path list form db-->load path list form db:path list-->path list:check related answers under paths-->check related answers under paths:school informaiton,EI,1,5,3,0,2,boundary->boundary->boundary->entity->entity
73,administrator:school list page-->school list page:load path list form db-->load path list form db:path list-->path list:check related answers under paths-->check related answers under paths:prompt confirmation page-->prompt confirmation page:confirmation page-->confirmation page:delete the path and answers-->delete the path and answers:success message,EQ,2,8,4,0,4,boundary->boundary->boundary->entity->entity->entity->entity->boundary
74,administrator:school list page-->school list page:load path list form db-->load path list form db:path list-->path list:check related answers under paths-->check related answers under paths:prompt confirmation page-->prompt confirmation page:confirmation page-->confirmation page:delete the path and answers-->delete the path and answers:no answer under path message,EQ,2,8,4,0,4,boundary->boundary->boundary->entity->entity->entity->entity->boundary
75,administrator:school list page-->school list page:load path list form db-->load path list form db:path list-->path list:check related answers under paths-->check related answers under paths:prompt confirmation page-->prompt confirmation page:confirmation page-->confirmation page:delete the path and answers-->delete the path and answers:path and location information,EI,2,8,3,0,5,boundary->boundary->boundary->entity->entity->entity->entity->entity
76,administrator:school list page-->school list page:load path list form db-->load path list form db:path db,EI,1,3,2,0,1,boundary->boundary->entity
77,administrator:school list page-->school list page:load path list form db-->load path list form db:school informaiton,EI,0,3,2,0,1,boundary->boundary->entity
78,administrator:school list page-->school list page:load path list form db-->load path list form db:display error message for same name and address-->display error message for same name and address:path list-->path list:check related answers under paths-->check related answers under paths:path and location information,EQ,1,6,3,0,3,boundary->boundary->entity->boundary->entity->entity
79,administrator:school list page-->school list page:load path list form db-->load path list form db:display error message for same name and address-->display error message for same name and address:path list-->path list:check related answers under paths-->check related answers under paths:school informaiton,EQ,1,6,3,0,3,boundary->boundary->entity->boundary->entity->entity
80,administrator:school list page-->school list page:load path list form db-->load path list form db:display error message for same name and address-->display error message for same name and address:path list-->path list:check related answers under paths-->check related answers under paths:prompt confirmation page-->prompt confirmation page:confirmation page-->confirmation page:delete the path and answers-->delete the path and answers:success message,EQ,2,9,4,0,5,boundary->boundary->entity->boundary->entity->entity->entity->entity->boundary
81,administrator:school list page-->school list page:load path list form db-->load path list form db:display error message for same name and address-->display error message for same name and address:path list-->path list:check related answers under paths-->check related answers under paths:prompt confirmation page-->prompt confirmation page:confirmation page-->confirmation page:delete the path and answers-->delete the path and answers:no answer under path message,EQ,2,9,4,0,5,boundary->boundary->entity->boundary->entity->entity->entity->entity->boundary
82,administrator:school list page-->school list page:load path list form db-->load path list form db:display error message for same name and address-->display error message for same name and address:path list-->path list:check related answers under paths-->check related answers under paths:prompt confirmation page-->prompt confirmation page:confirmation page-->confirmation page:delete the path and answers-->delete the path and answers:path and location information,EQ,2,9,3,0,6,boundary->boundary->entity->boundary->entity->entity->entity->entity->entity
83,administrator:same school and name message-->same school and name message:redirect survey deletion page-->redirect survey deletion page:school list page-->school list page:retrieve school information from db-->retrieve school information from db:school informaiton,EQ,2,5,2,2,1,boundary->entity->boundary->control->control
84,administrator:same school and name message-->same school and name message:redirect survey deletion page-->redirect survey deletion page:school list page-->school list page:retrieve school information from db-->retrieve school information from db:display error message for same name and address-->display error message for same name and address:same school and name message-->same school and name message:redirect survey deletion page,EQ,2,7,3,1,3,boundary->entity->boundary->control->entity->boundary->entity
85,administrator:same school and name message-->same school and name message:redirect survey deletion page-->redirect survey deletion page:school list page-->school list page:retrieve school information from db-->retrieve school information from db:delete the school and address-->delete the school and address:school informaiton,EQ,2,6,2,2,2,boundary->entity->boundary->control->entity->control
86,administrator:same school and name message-->same school and name message:redirect survey deletion page-->redirect survey deletion page:school list page-->school list page:retrieve school information from db-->retrieve school information from db:delete the school and address-->delete the school and address:success message,EQ,2,6,3,1,2,boundary->entity->boundary->control->entity->boundary
87,administrator:school list page-->school list page:retrieve school information from db-->retrieve school information from db:display error message for same name and address-->display error message for same name and address:same school and name message-->same school and name message:redirect survey deletion page-->redirect survey deletion page:school list page-->school list page:retrieve school information from db,EQ,3,7,3,2,2,boundary->control->entity->boundary->entity->boundary->control
88,administrator:school list page-->school list page:retrieve school information from db-->retrieve school information from db:delete the school and address-->delete the school and address:school informaiton,EI,1,4,1,2,1,boundary->control->entity->control
89,administrator:school list page-->school list page:retrieve school information from db-->retrieve school information from db:delete the school and address-->delete the school and address:success message,EQ,1,4,2,1,1,boundary->control->entity->boundary
90,administrator:delete succes message,EQ,0,1,1,0,0,boundary
91,administrator:survey list page-->survey list page:check answers under survey-->check answers under survey:survey db,EQ,0,3,3,0,0,boundary->boundary->boundary
92,administrator:survey list page-->survey list page:check answers under survey-->check answers under survey:confirm message about irreversible operation-->confirm message about irreversible operation:survey monkey,EQ,2,4,4,0,0,boundary->boundary->boundary->boundary
93,administrator:survey list page-->survey list page:check answers under survey-->check answers under survey:confirm message about irreversible operation-->confirm message about irreversible operation:survey database,EQ,2,4,4,0,0,boundary->boundary->boundary->boundary
94,administrator:survey list page-->survey list page:check answers under survey-->check answers under survey:confirm message about irreversible operation-->confirm message about irreversible operation:confirmation message-->confirmation message:delete survey from db-->delete survey from db:survey monkey,EQ,2,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
95,administrator:survey list page-->survey list page:check answers under survey-->check answers under survey:confirm message about irreversible operation-->confirm message about irreversible operation:confirmation message-->confirmation message:delete survey from db-->delete survey from db:survey db,EQ,2,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
96,administrator:survey list page-->survey list page:check answers under survey-->check answers under survey:confirm message about irreversible operation-->confirm message about irreversible operation:confirmation message-->confirmation message:delete survey from db-->delete survey from db:delete succes message,EQ,3,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
97,administrator:survey list page-->survey list page:check answers under survey-->check answers under survey:confirm message about irreversible operation-->confirm message about irreversible operation:confirmation message-->confirmation message:redirect survey deletion page-->redirect survey deletion page:survey list page-->survey list page:check answers under survey,EQ,2,7,7,0,0,boundary->boundary->boundary->boundary->boundary->boundary->boundary
98,administrator:confirmation message-->confirmation message:delete survey from db-->delete survey from db:survey monkey,EQ,0,3,3,0,0,boundary->boundary->boundary
99,administrator:confirmation message-->confirmation message:delete survey from db-->delete survey from db:survey db,EQ,0,3,3,0,0,boundary->boundary->boundary
100,administrator:confirmation message-->confirmation message:delete survey from db-->delete survey from db:delete succes message,EQ,1,3,3,0,0,boundary->boundary->boundary
101,administrator:confirmation message-->confirmation message:redirect survey deletion page-->redirect survey deletion page:survey list page-->survey list page:check answers under survey-->check answers under survey:survey db,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
102,administrator:confirmation message-->confirmation message:redirect survey deletion page-->redirect survey deletion page:survey list page-->survey list page:check answers under survey-->check answers under survey:confirm message about irreversible operation-->confirm message about irreversible operation:survey monkey,EQ,2,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
103,administrator:confirmation message-->confirmation message:redirect survey deletion page-->redirect survey deletion page:survey list page-->survey list page:check answers under survey-->check answers under survey:confirm message about irreversible operation-->confirm message about irreversible operation:survey database,EQ,2,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
104,administrator:confirmation message-->confirmation message:redirect survey deletion page-->redirect survey deletion page:survey list page-->survey list page:check answers under survey-->check answers under survey:confirm message about irreversible operation-->confirm message about irreversible operation:confirmation message-->confirmation message:redirect survey deletion page,EQ,2,7,7,0,0,boundary->boundary->boundary->boundary->boundary->boundary->boundary
105,administrator:confirmation message-->confirmation message:redirect survey deletion page-->redirect survey deletion page:survey list page-->survey list page:check answers under survey-->check answers under survey:confirm message about irreversible operation-->confirm message about irreversible operation:confirmation message-->confirmation message:delete survey from db-->delete survey from db:survey monkey,EQ,2,8,8,0,0,boundary->boundary->boundary->boundary->boundary->boundary->boundary->boundary
106,administrator:confirmation message-->confirmation message:redirect survey deletion page-->redirect survey deletion page:survey list page-->survey list page:check answers under survey-->check answers under survey:confirm message about irreversible operation-->confirm message about irreversible operation:confirmation message-->confirmation message:delete survey from db-->delete survey from db:survey db,EQ,2,8,8,0,0,boundary->boundary->boundary->boundary->boundary->boundary->boundary->boundary
107,administrator:confirmation message-->confirmation message:redirect survey deletion page-->redirect survey deletion page:survey list page-->survey list page:check answers under survey-->check answers under survey:confirm message about irreversible operation-->confirm message about irreversible operation:confirmation message-->confirmation message:delete survey from db-->delete survey from db:delete succes message,EQ,3,8,8,0,0,boundary->boundary->boundary->boundary->boundary->boundary->boundary->boundary
108,administrator:school list amd survey list page-->school list amd survey list page:retrieve survey detail from db-->retrieve survey detail from db:survey list,EQ,0,3,0,3,0,control->control->control
109,administrator:school list amd survey list page-->school list amd survey list page:retrieve survey detail from db-->retrieve survey detail from db:construct a survey report-->construct a survey report:path list,EO,1,4,1,3,0,control->control->control->boundary
110,administrator:school list amd survey list page-->school list amd survey list page:retrieve survey detail from db-->retrieve survey detail from db:construct a survey report-->construct a survey report:display survey report-->display survey report:survey report,EQ,1,5,0,5,0,control->control->control->control->control
111,administrator:school list amd survey list page-->school list amd survey list page:retrieve survey detail from db-->retrieve survey detail from db:construct a survey report-->construct a survey report:answer,EI,1,4,0,3,1,control->control->control->entity
112,administrator:survey report,EQ,0,1,0,1,0,control
113,administrator:no saved survey found message,EQ,0,1,1,0,0,boundary
114,administrator:load survey button-->load survey button:load and continue a survey fro record-->load and continue a survey fro record:no saved survey found message,EO,0,3,1,2,0,control->control->boundary
115,administrator:load survey button-->load survey button:load and continue a survey fro record-->load and continue a survey fro record:question category page,EO,0,3,1,2,0,control->control->boundary
116,administrator:load survey button-->load survey button:load and continue a survey fro record-->load and continue a survey fro record:tempoarary file,EI,1,3,0,2,1,control->control->entity
117,administrator:question category page,EQ,0,1,1,0,0,boundary
118,administrator:school list page-->school list page:retrieve school information from db-->retrieve school information from db:update the school and address-->update the school and address:success message,EQ,2,4,2,0,2,boundary->entity->entity->boundary
119,administrator:school list page-->school list page:retrieve school information from db-->retrieve school information from db:update the school and address-->update the school and address:school informaiton,EI,2,4,1,0,3,boundary->entity->entity->entity
120,administrator:delete success message,EQ,0,1,1,0,0,boundary
121,administrator:quit without saving button-->quit without saving button:Display a confirmation dialog-->Display a confirmation dialog:answer storage,EI,1,3,1,1,1,boundary->entity->control
122,administrator:quit without saving button-->quit without saving button:Display a confirmation dialog-->Display a confirmation dialog:confirmation dialog-->confirmation dialog:delete answers-->delete answers:temprary file,EQ,1,5,2,1,2,boundary->entity->boundary->control->entity
123,administrator:quit without saving button-->quit without saving button:Display a confirmation dialog-->Display a confirmation dialog:confirmation dialog-->confirmation dialog:delete answers-->delete answers:delete success message,EQ,1,5,3,1,1,boundary->entity->boundary->control->boundary
124,administrator:quit without saving button-->quit without saving button:Display a confirmation dialog-->Display a confirmation dialog:confirmation dialog-->confirmation dialog:delete answers-->delete answers:answer storage,EQ,1,5,2,2,1,boundary->entity->boundary->control->control
125,administrator:confirmation dialog-->confirmation dialog:delete answers-->delete answers:temprary file,EI,1,3,1,1,1,boundary->control->entity
126,administrator:confirmation dialog-->confirmation dialog:delete answers-->delete answers:delete success message,EQ,1,3,2,1,0,boundary->control->boundary
127,administrator:confirmation dialog-->confirmation dialog:delete answers-->delete answers:answer storage,EI,1,3,1,2,0,boundary->control->control
128,administrator:save button-->save button:save to temporary file-->save to temporary file:tempoarary file,EI,0,3,1,1,1,boundary->control->entity
129,administrator:save button-->save button:save to temporary file-->save to temporary file:out of available storage error-->out of available storage error:insert the comment-->insert the comment:insert success,EQ,1,5,2,3,0,boundary->control->control->control->boundary
130,administrator:save button-->save button:save to temporary file-->save to temporary file:out of available storage error-->out of available storage error:insert the comment-->insert the comment:error message for over 500 characters,EI,1,5,1,4,0,boundary->control->control->control->control
131,administrator:save button-->save button:save to temporary file-->save to temporary file:out of available storage error-->out of available storage error:insert the comment-->insert the comment:comment,EI,2,5,1,4,0,boundary->control->control->control->control
132,administrator:out of available storage error-->out of available storage error:insert the comment-->insert the comment:insert success,EO,1,3,1,2,0,control->control->boundary
133,administrator:out of available storage error-->out of available storage error:insert the comment-->insert the comment:error message for over 500 characters,EQ,1,3,0,3,0,control->control->control
134,administrator:out of available storage error-->out of available storage error:insert the comment-->insert the comment:comment,EQ,2,3,0,3,0,control->control->control
135,administrator:shcool list-->shcool list:display path list-->display path list:display survey list and question list-->display survey list and question list:question db,EQ,1,4,3,0,1,boundary->entity->boundary->boundary
136,administrator:new survey button-->new survey button:retrive school path and survey-->retrive school path and survey:display school list-->display school list:shcool list-->shcool list:display path list-->display path list:display survey list and question list-->display survey list and question list:question db,EQ,3,7,4,0,3,boundary->entity->entity->boundary->entity->boundary->boundary
137,administrator:new survey button-->new survey button:retrive school path and survey-->retrive school path and survey:answer,EI,2,3,1,1,1,boundary->entity->control
138,administrator:new survey button-->new survey button:send request-->send request:survey list,EQ,1,3,3,0,0,boundary->boundary->boundary
139,administrator:new survey button-->new survey button:send request-->send request:retrive school path and survey-->retrive school path and survey:survey list,EQ,2,4,3,0,1,boundary->boundary->entity->boundary
140,administrator:new survey button-->new survey button:send request-->send request:retrive school path and survey-->retrive school path and survey:display school list-->display school list:shcool list-->shcool list:display path list-->display path list:survey list,EQ,2,7,4,0,3,boundary->boundary->entity->entity->boundary->entity->boundary
141,administrator:new survey button-->new survey button:send request-->send request:retrive school path and survey-->retrive school path and survey:display school list-->display school list:shcool list-->shcool list:display path list-->display path list:display survey list and question list-->display survey list and question list:question db,EQ,3,8,5,0,3,boundary->boundary->entity->entity->boundary->entity->boundary->boundary
142,administrator:new survey button-->new survey button:send request-->send request:retrive school path and survey-->retrive school path and survey:display school list-->display school list:shcool list-->shcool list:display path list-->display path list:display survey list and question list-->display survey list and question list:survey list,EQ,4,8,5,0,3,boundary->boundary->entity->entity->boundary->entity->boundary->boundary
143,administrator:new survey button-->new survey button:send request-->send request:retrive school path and survey-->retrive school path and survey:display school list-->display school list:shcool list-->shcool list:display path list-->display path list:path list,EQ,3,7,4,0,3,boundary->boundary->entity->entity->boundary->entity->boundary
144,administrator:new survey button-->new survey button:send request-->send request:retrive school path and survey-->retrive school path and survey:answer,EI,2,4,2,1,1,boundary->boundary->entity->control
145,administrator:answer stored succeeded,EQ,1,1,0,1,0,control
146,administrator:submit button-->submit button:check complete answers-->check complete answers:unswered questions found message,EQ,1,3,2,1,0,boundary->control->boundary
147,administrator:submit button-->submit button:check complete answers-->check complete answers:insert answer to storage-->insert answer to storage:answer stored succeeded,EI,2,4,1,3,0,boundary->control->control->control
148,administrator:submit button-->submit button:check complete answers-->check complete answers:insert answer to storage-->insert answer to storage:answer storage,EI,1,4,1,3,0,boundary->control->control->control
149,administrator:submit button-->submit button:check complete answers-->check complete answers:answer storage,EI,1,3,1,2,0,boundary->control->control
150,administrator:unswered questions found message,EQ,0,1,1,0,0,boundary
151,administrator:success message-->success message:check if association between path and survey in db-->check if association between path and survey in db:insert an association into db-->insert an association into db:path and location information,EI,0,4,1,2,1,boundary->control->control->entity
152,administrator:success message-->success message:check if association between path and survey in db-->check if association between path and survey in db:insert an association into db-->insert an association into db:success message,EQ,0,4,2,2,0,boundary->control->control->boundary
153,administrator:success message-->success message:check if association between path and survey in db-->check if association between path and survey in db:path and location information,EI,0,3,1,1,1,boundary->control->entity
154,administrator:survey list-->survey list:update survey in db-->update survey in db:survey,EQ,0,3,0,3,0,control->control->control
155,administrator:survey list-->survey list:update survey in db-->update survey in db:success message-->success message:check if association between path and survey in db-->check if association between path and survey in db:insert an association into db-->insert an association into db:path and location information,EQ,0,6,1,4,1,control->control->boundary->control->control->entity
156,administrator:survey list-->survey list:update survey in db-->update survey in db:success message-->success message:check if association between path and survey in db-->check if association between path and survey in db:insert an association into db-->insert an association into db:success message,EQ,0,6,2,4,0,control->control->boundary->control->control->boundary
157,administrator:survey list-->survey list:update survey in db-->update survey in db:success message-->success message:check if association between path and survey in db-->check if association between path and survey in db:path and location information,EQ,0,5,1,3,1,control->control->boundary->control->entity
