id,element,useCase,type,component
1,administrator:survey import page,Import a survey from survey monkey,control,surveyimportpage
2,administrator:error message,Import a survey from survey monkey,control,surveyimportpage
3,administrator:survey list page,Import a survey from survey monkey,control,surveyimportpage
4,retrieve survey detail:survey monkey,Import a survey from survey monkey,control,surveyimportpage
5,check survey and insert to data to database:survey monkey,Import a survey from survey monkey,control,surveyimportpage
6,check survey and insert to data to database:survey import page,Import a survey from survey monkey,control,surveyimportpage
7,check survey and insert to data to database:survey database,Import a survey from survey monkey,control,surveyimportpage
8,retrieve the survey detail:check survey and insert to data to database,Import a survey from survey monkey,control,surveyimportpage
9,prompt error message:error message,Import a survey from survey monkey,control,surveyimportpage
10,retrieve survey detail:prompt error message,Import a survey from survey monkey,control,surveyimportpage
11,survey import page:retrieve survey detail,Import a survey from survey monkey,control,surveyimportpage
12,retrieve the survey detail:survey detail,Import a survey from survey monkey,control,surveyimportpage
13,survey list page:retrieve the survey detail,Import a survey from survey monkey,control,surveyimportpage
14,stl#administrator:survey import page,Import a survey from survey monkey,Stimulus,undefined
15,stl#administrator:error message,Import a survey from survey monkey,Stimulus,undefined
16,stl#administrator:survey list page,Import a survey from survey monkey,Stimulus,undefined
17,undefined,Login,undefined,Object1
18,stl#undefined,Login,Stimulus,undefined
19,administrator:logout button,Logout,boundary,logoutbutton
20,administrator:redirect to HKZ login page,Logout,boundary,logoutbutton
21,logout button:logout user,Logout,entity,User
22,logout user:redirect to HKZ login page,Logout,boundary,logoutbutton
23,stl#administrator:logout button,Logout,Stimulus,undefined
24,stl#administrator:redirect to HKZ login page,Logout,Stimulus,undefined
25,administrator:question list,Navigate in the category list,boundary,questionlist
26,administrator:question,Navigate in the category list,boundary,questionlist
27,administrator:question category list,Navigate in the category list,boundary,questionlist
28,administrator:shcool list,Navigate in the category list,boundary,questionlist
29,administrator:survey list,Navigate in the category list,boundary,questionlist
30,administrator:path list,Navigate in the category list,boundary,questionlist
31,administrator:new survey button,Navigate in the category list,control,retriveschoolpathandsurvey
32,display question list:answer,Navigate in the category list,entity,User
33,display a quesiton list of selected question type:display question list,Navigate in the category list,boundary,questionlist
34,display a quesiton list of selected question type:question list,Navigate in the category list,boundary,questionlist
35,question category list:display a quesiton list of selected question type,Navigate in the category list,boundary,questionlist
36,display path list:display survey list and question list,Navigate in the category list,boundary,questionlist
37,display path list:path list,Navigate in the category list,boundary,questionlist
38,display path list:survey list,Navigate in the category list,boundary,questionlist
39,shcool list:display path list,Navigate in the category list,boundary,questionlist
40,display question:question,Navigate in the category list,boundary,questionlist
41,display question:question list,Navigate in the category list,boundary,questionlist
42,display question list:display question,Navigate in the category list,boundary,questionlist
43,display question list:question list,Navigate in the category list,boundary,questionlist
44,display school list:shcool list,Navigate in the category list,boundary,questionlist
45,retrive school path and survey:display school list,Navigate in the category list,control,retriveschoolpathandsurvey
46,display survey list and question list:survey list,Navigate in the category list,boundary,questionlist
47,new survey button:retrive school path and survey,Navigate in the category list,control,retriveschoolpathandsurvey
48,retrive school path and survey:survey list,Navigate in the category list,boundary,questionlist
49,stl#administrator:question list,Navigate in the category list,Stimulus,undefined
50,stl#administrator:question,Navigate in the category list,Stimulus,undefined
51,stl#administrator:question category list,Navigate in the category list,Stimulus,undefined
52,stl#administrator:shcool list,Navigate in the category list,Stimulus,undefined
53,stl#administrator:survey list,Navigate in the category list,Stimulus,undefined
54,stl#administrator:path list,Navigate in the category list,Stimulus,undefined
55,stl#administrator:new survey button,Navigate in the category list,Stimulus,undefined
56,administrator:success message,add a school by name or address,boundary,successmessage
57,administrator:same school and name message,add a school by name or address,boundary,successmessage
58,administrator:school list page,add a school by name or address,control,retrieveschoolinformationfromdb
59,display error message for same name and address:same school and name message,add a school by name or address,boundary,successmessage
60,retrieve school information from db:display error message for same name and address,add a school by name or address,boundary,successmessage
61,insert the school and address:school informaiton,add a school by name or address,control,retrieveschoolinformationfromdb
62,insert the school and address:success message,add a school by name or address,boundary,successmessage
63,retrieve school information from db:insert the school and address,add a school by name or address,control,retrieveschoolinformationfromdb
64,retrieve school information from db:school informaiton,add a school by name or address,control,retrieveschoolinformationfromdb
65,school list page:retrieve school information from db,add a school by name or address,control,retrieveschoolinformationfromdb
66,stl#administrator:success message,add a school by name or address,Stimulus,undefined
67,stl#administrator:same school and name message,add a school by name or address,Stimulus,undefined
68,stl#administrator:school list page,add a school by name or address,Stimulus,undefined
69,administrator:insert success,add markers,boundary,successmessage
70,administrator:error message for over 500 characters,add markers,boundary,successmessage
71,administrator:map of selected paths,add markers,entity,mapofselectedpaths
72,insert the comment:comment,add markers,control,comment
73,comment text over map:insert the comment,add markers,control,comment
74,display comment box over map:comment text over map,add markers,control,comment
75,display comment box over map:question list,add markers,boundary,questionlist
76,map of selected paths:display comment box over map,add markers,control,comment
77,display question:question list,add markers,boundary,questionlist
78,display question:insert success,add markers,boundary,successmessage
79,insert the comment:display question,add markers,boundary,questionlist
80,insert the comment:error message for over 500 characters,add markers,boundary,successmessage
81,insert the comment:insert success,add markers,boundary,successmessage
82,stl#administrator:insert success,add markers,Stimulus,undefined
83,stl#administrator:error message for over 500 characters,add markers,Stimulus,undefined
84,stl#administrator:map of selected paths,add markers,Stimulus,undefined
85,administrator:school list page,add path,boundary,questionlist
86,administrator:success message,add path,boundary,successmessage
87,administrator:map view,add path,boundary,mapview
88,drap starting point and type path name:success message,add path,boundary,successmessage
89,drap starting point and type path name:save path and location information,add path,control,savepathandlocationinformation
90,map view:drap starting point and type path name,add path,control,savepathandlocationinformation
91,pin the location in map:map view,add path,boundary,mapview
92,save path and location information:path and location information,add path,control,savepathandlocationinformation
