id,element,useCase,type,component
1,Administrator:unauthorized access error,Mass Email,boundary,unauthorizedrequest
2,Administrator:Email sent success message,Mass Email,boundary,activationsuccessmessage
3,Administrator:send email page,Mass Email,control,emailpassword
4,Administrator:User group list,Mass Email,control,checkthestatusofuser
5,Administrator:unauthorized error message,Mass Email,boundary,unauthorizedrequest
6,Case manager:unauthorized access error,Mass Email,boundary,unauthorizedrequest
7,Case manager:unauthorized error message,Mass Email,boundary,unauthorizedrequest
8,Case manager:send email page,Mass Email,control,emailpassword
9,Case manager:Email sent success message,Mass Email,boundary,activationsuccessmessage
10,Case manager:User group list,Mass Email,control,checkthestatusofuser
11,send email:Email protocol,Mass Email,control,emailpassword
12,General staff:send email page,Mass Email,control,emailpassword
13,General staff:User group list,Mass Email,control,checkthestatusofuser
14,General staff:Email sent success message,Mass Email,boundary,activationsuccessmessage
15,General staff:unauthorized error message,Mass Email,boundary,unauthorizedrequest
16,General staff:unauthorized access error,Mass Email,boundary,unauthorizedrequest
17,Add activities to case:Case,Mass Email,entity,case
18,Add activities to case:Email sent success message,Mass Email,boundary,activationsuccessmessage
19,Add activities to case:unauthorized access error,Mass Email,boundary,unauthorizedrequest
20,send email:Add activities to case,Mass Email,entity,case
21,User group list:validate role of user,Mass Email,control,checkthestatusofuser
22,load email template:email template,Mass Email,control,emailpassword
23,find email address of the selected youth:user,Mass Email,entity,insertuserinfo
24,find email address of the selected youth:load email template,Mass Email,control,emailpassword
25,validate role of user:find email address of the selected youth,Mass Email,boundary,unauthorizedrequest
26,load email template:send email page,Mass Email,control,emailpassword
27,send email page:send email,Mass Email,control,emailpassword
28,validate role of user:unauthorized error message,Mass Email,boundary,unauthorizedrequest
29,stl#Administrator:unauthorized access error,Mass Email,Stimulus,undefined
30,stl#Administrator:Email sent success message,Mass Email,Stimulus,undefined
31,stl#Administrator:send email page,Mass Email,Stimulus,undefined
32,stl#Administrator:User group list,Mass Email,Stimulus,undefined
33,stl#Administrator:unauthorized error message,Mass Email,Stimulus,undefined
34,stl#Case manager:unauthorized access error,Mass Email,Stimulus,undefined
35,stl#Case manager:unauthorized error message,Mass Email,Stimulus,undefined
36,stl#Case manager:send email page,Mass Email,Stimulus,undefined
37,stl#Case manager:Email sent success message,Mass Email,Stimulus,undefined
38,stl#Case manager:User group list,Mass Email,Stimulus,undefined
39,stl#General staff:send email page,Mass Email,Stimulus,undefined
40,stl#General staff:User group list,Mass Email,Stimulus,undefined
41,stl#General staff:Email sent success message,Mass Email,Stimulus,undefined
42,stl#General staff:unauthorized error message,Mass Email,Stimulus,undefined
43,stl#General staff:unauthorized access error,Mass Email,Stimulus,undefined
