id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Admin->newsletter creating page->save newsletter information->send notification->notification,EI,CTRL|DM|EI,5,undefined,2,1,1,Create and email newsletter,Create and email newsletter
2,Admin->newsletter creating page->save newsletter information->newsletter,EI,CTRL|DM|EI,4,undefined,1,1,1,Create and email newsletter,Create and email newsletter
3,Admin->Newsletter tag->redirect to newsletter main page->newsletter main page,EQ,CTRL|INT,4,undefined,1,0,1,Create and email newsletter,Create and email newsletter
4,Admin->newsletter them page->redirect to newsletter creating page->newsletter creating page,EQ,CTRL|INT,4,undefined,1,0,1,Create and email newsletter,Create and email newsletter
5,Admin->newsletter main page->redirect to select theme page->newsletter them page,EQ,CTRL|INT,4,undefined,1,0,1,Create and email newsletter,Create and email newsletter
