id,element,useCase,type,component
1,User:user list filter box,Browse Users,boundary,User
2,User:Filtered List of Users,Browse Users,boundary,User
3,User:Query Users List Button,Browse Users,boundary,User
4,Filter users:Filtered List of Users,Browse Users,boundary,User
5,user list filter box:Filter users,Browse Users,boundary,User
6,Query Users List Button:query user list,Browse Users,boundary,User
7,query user list:User,Browse Users,boundary,User
8,query user list:user list filter box,Browse Users,boundary,User
9,stl#User:user list filter box,Browse Users,Stimulus,undefined
10,stl#User:Filtered List of Users,Browse Users,Stimulus,undefined
11,stl#User:Query Users List Button,Browse Users,Stimulus,undefined
