id,path,functional,transactional,path_length,diagram,useCase
1,User->product search page->query product by criteria->No product error message,EQ,CTRL|INT,undefined,Search Product,Search Product
2,User->product search page->query product by criteria->product page,EQ,CTRL|INT,undefined,Search Product,Search Product
3,User->product search page->query product by criteria->product,EI,CTRL|DM|EI,undefined,Search Product,Search Product
