id,element,useCase,type,component
1,User:no search result is found,Search,boundary,searchresultslist
2,User:Search query input bar,Search,boundary,searchresultslist
3,User:search results list,Search,boundary,searchresultslist
4,Search query input bar:search query from db,Search,boundary,searchresultslist
5,search query from db:User account,Search,entity,User Account
6,search query from db:no search result is found,Search,boundary,searchresultslist
7,search query from db:search results list,Search,boundary,searchresultslist
8,stl#User:no search result is found,Search,Stimulus,undefined
9,stl#User:Search query input bar,Search,Stimulus,undefined
10,stl#User:search results list,Search,Stimulus,undefined
